0,1,239.5833,27.2334,0.0948,0.0046,169.8378,4.187,48.688931235621254,44.230668843507885
1,2,250.0825,46.7115,0.2328,0.0062,199.5393,5.2998,41.47409177472093,72.62884415897715
2,3,197.873,-1.3411,0.1824,0.0039,164.7122,4.2416,61.12414962147904,313.35506322632784
3,5,137.3007,10.9736,0.1705,0.0036,174.7042,4.9479,35.516546649993984,218.8381564619825
4,6,203.8337,41.0011,0.2317,0.0061,189.1812,5.6134,73.44513244831893,92.65221302957006
5,7,8.0343,18.107,0.3976,0.0126,248.3857,11.9954,-44.523325306860826,116.49337629000706
6,8,340.8325,-9.5919,0.441,0.0106,299.4593,14.5538,-55.081009059295276,56.93810815904024
7,9,150.5589,20.5379,0.3237,0.0124,151.3641,5.7609,50.93118957962339,213.25820323103335
8,11,126.3711,47.1336,0.1277,0.0036,131.5784,4.8063,35.15184455152145,172.65717826533492
9,13,139.4726,51.7271,0.2269,0.0059,153.6065,4.7398,43.37406243354389,166.0886164063157
10,14,260.6133,32.1326,0.2293,0.006,179.9519,7.0336,31.860597569321186,55.58936021746409
11,15,11.6222,20.468,0.10400000000000001,0.0042,123.3559,3.702,-42.38866496004364,121.36241781951742
12,16,198.7718,51.8174,0.2836,0.0098,152.5387,4.8882,64.9124315763732,114.29474339692196
13,18,257.4524,34.4579,0.085,0.0053,112.7842,3.7193,34.94881267988646,57.61138283469528
14,19,234.9187,34.4242,0.2338,0.0064,151.4861,5.1606,53.40126410516647,54.98608459815983
15,20,322.1096,1.6009,0.3873,0.0129,189.2879,7.4941,-33.376816709692534,54.96393425311111
16,21,140.1251,30.4963,0.3051,0.0115,38.6908,5.1679,44.08712638388854,195.61966636582437
17,22,113.0846,31.6891,0.1805,0.004,120.0914,4.968999999999999,21.960416160383026,187.47513604204462
18,23,140.2189,30.4612,0.2942,0.0106,128.6494,5.6738,44.161004360169166,195.68660545220118
19,24,203.4964,20.3004,0.1666,0.004,26.4716,3.6555,78.11549596051422,0.13892699505206904
20,25,203.6311,20.2049,0.1715,0.0039,73.3654,3.7887,77.95709718386787,0.13937356570376802
21,26,180.1056,3.347,0.1381,0.0035,103.0211,3.4507,63.27443044171695,273.5876549585398
22,27,147.4658,17.1196,0.3832,0.013000000000000001,185.3827,7.1144,47.01340029091114,216.63490820254646
23,29,328.4035,17.6955,0.2506,0.0077,145.8418,6.2303,-27.814221244816313,73.96061495327821
24,31,130.7398,36.3665,0.2965,0.0108,139.9839,4.8585,37.26492062862833,186.3585891608817
25,32,213.6002,-0.3776,0.1379,0.0035,105.1262,3.7575,56.02557285399488,342.2563388282761
26,33,39.9697,-1.5719,0.3704,0.0135,174.6279,6.7114,-53.55394903945078,172.99972848778117
27,34,347.9485,3.6855,0.3007,0.011000000000000001,166.2072,6.2376,-50.914562848025426,81.1192360793432
28,35,203.16,50.56,0.2909,0.0102,152.8743,5.6851,65.28823924505932,107.16530582154847
29,37,174.0544,40.0433,0.2946,0.0105,155.132,5.861000000000001,69.7734946880712,168.47538231650367
30,38,347.0031,-1.9287,0.3068,0.0115,161.951,6.1341,-54.66497737584119,74.02566866991258
31,41,347.8917,3.6031,0.3047,0.0125,20.034000000000002,3.8739,-50.94701214477757,80.96913183839197
32,42,250.843,13.363,0.1873,0.0042,111.213,4.185,34.364163249169174,30.8834116384525
33,43,210.2522,2.8638,0.2571,0.008,134.2785,5.2059,60.577092283732846,340.3571297050668
