341,234.0773,37.6438,0.1597,0.0038,70.6958,3.4422
342,151.0289,20.8196,0.3151,0.0122,93.2731,4.4855
345,130.6295,47.8218,0.3732,0.0141,104.9737,5.5003
346,3.9832,33.6954,0.3054,0.0119,84.4252,4.6571
347,149.9452,22.4027,0.2536,0.0081,82.7625,3.9046
348,158.2101,13.8785,0.3275,0.0131,91.7324,4.647
349,37.7287,2.7888,0.2324,0.0065,91.7324,4.331
351,134.9173,61.3272,0.2617,0.0088,78.0334,3.7759
352,358.9116,1.7653,0.2466,0.0075,83.3879,4.335
354,185.5619,40.4665,0.3234,0.0128,101.9074,5.0283
355,111.872,42.4656,0.1868,0.0049,23.4969,3.735
356,217.338,23.1083,0.1385,0.004,58.5376,2.9907
357,173.3114,66.3795,0.121,0.004,57.8053,2.9976
358,209.9607,62.5182,0.341,0.0137,96.4309,4.5598
359,229.4112,15.3566,0.3489,0.014,86.4999,4.2859
360,168.5348,4.3441,0.2335,0.0067,80.8098,4.2869
361,328.6135,0.6428,0.2242,0.0061,84.8829,4.5232
362,208.5124,14.9112,0.1262,0.0039,61.6496,2.796
363,151.7321,31.993,0.3748,0.0137,114.8894,5.881
364,15.2564,-9.9547,0.147,0.0038,63.4497,2.8158
366,134.0529,37.9377,0.4104,0.0123,113.9589,6.5398
367,230.4101,32.1201,0.111,0.0042,57.9121,2.7873
368,126.5111,4.3276,0.4751,0.0106,179.2502,15.6791
373,154.0952,33.6382,0.129,0.004,65.4023,3.0019
374,210.324,25.0306,0.4101,0.0121,122.1508,7.0735
376,179.3132,33.6107,0.2195,0.0058,86.0118,4.1998
377,12.7718,26.288,0.2463,0.0077,82.0302,4.1101
379,173.8941,21.0481,0.1655,0.0039,65.921,3.0851
380,228.2248,14.304,0.1792,0.0043,67.1719,2.8984
381,353.3587,9.424,0.1672,0.004,62.3513,2.9868
382,229.3411,-0.7156,0.1108,0.0043,58.1257,2.9547
383,172.064,25.8229,0.3523,0.014,106.3619,5.2481
384,173.2132,14.4612,0.086,0.0055,57.6375,2.4364
385,219.4179,30.2001,0.3378,0.0134,97.6055,4.7919
386,223.2848,21.8942,0.1171,0.004,68.7584,3.1612
388,115.8463,17.5616,0.1011,0.0048,54.4187,2.4627
389,182.7774,28.7953,0.3823,0.0136,105.4008,5.7519
390,218.341,29.4504,0.2246,0.0062,80.764,4.0926
391,166.2315,47.421,0.2152,0.0057,73.1366,3.4249
392,176.913,25.4861,0.1036,0.0048,51.9474,2.3038
393,200.1279,33.4374,0.3044,0.012,60.7648,4.0862
394,210.6682,17.7563,0.1878,0.0046,62.6869,3.7299
395,28.393,-1.3024,0.2391,0.007,93.7308,5.1186
396,195.8145,31.8385,0.1648,0.0039,61.0089,2.6238
397,253.6803,40.0462,0.1482,0.0039,62.8089,2.8337
399,124.4659,30.3526,0.4029,0.0128,119.9693,7.7763
400,190.4598,19.7822,0.2769,0.0096,91.9765,4.5124
401,216.8523,55.75,0.1319,0.0039,58.8121,2.8965
403,248.7885,15.4976,0.4715,0.0109,143.0806,12.7265
404,155.9163,49.144,0.1425,0.0038,68.6211,3.8086
406,220.1334,-1.6242,0.3319,0.0135,88.8339,4.5431
407,341.8414,26.6307,0.3813,0.0142,127.9934,7.1699
408,178.825,23.4049,0.1361,0.0037,82.259,3.9225
409,172.4647,2.938,0.2382,0.007,84.9744,4.9935
410,170.3994,48.048,0.1206,0.0041,62.8852,3.3749
411,140.5319,3.7663,0.2773,0.0096,96.7207,5.2945
413,10.6223,25.3812,0.1491,0.004,49.827,2.6807
415,11.2988,8.6864,0.2969,0.0112,96.5835,5.0848
416,355.1025,10.5638,0.187,0.0044,77.0113,3.8117
417,171.7467,23.739,0.3038,0.0116,92.1137,4.6421
418,215.8929,16.4778,0.2343,0.0068,73.4112,3.7229
420,146.8509,38.1461,0.4603,0.0104,137.6956,10.3376
421,139.5892,61.1749,0.2819,0.0101,83.1133,4.1518
422,5.7801,-0.0635,0.1637,0.0042,49.171,2.779
423,6.2954,8.1324,0.1885,0.0046,68.1329,3.5468
424,166.5354,33.561,0.4973,0.0115,167.2445,15.7361
425,157.8353,14.0929,0.3196,0.0126,89.5967,4.666
427,157.6449,14.2616,0.3273,0.0132,85.8745,4.4574
428,336.769,-5.5089,0.289,0.0106,111.8995,8.1981
430,145.2923,12.5705,0.1776,0.0042,71.4128,4.2724
431,246.7458,55.475,0.1381,0.0038,63.4649,2.8263
432,178.3302,7.9325,0.4341,0.011,119.1608,8.1844
433,224.9813,23.1271,0.1798,0.0043,69.6432,3.4649
434,18.1159,3.5505,0.3908,0.0132,121.8304,6.8409
435,146.7303,15.1907,0.2347,0.0068,76.2943,3.7037
438,125.461,1.1971,0.0879,0.0054,61.3597,3.6337
439,131.5242,36.9484,0.2877,0.0106,83.1896,5.5365
442,168.2901,23.9497,0.3408,0.0137,85.5999,4.1088
444,127.3775,37.0286,0.3373,0.0143,78.4758,4.5219
445,245.8866,27.3637,0.4513,0.0106,132.631,10.1492
446,176.4658,-2.3362,0.122,0.0041,53.4881,3.5623
448,131.3657,3.4608,0.3487,0.0136,90.1611,4.6371
449,181.1464,3.9564,0.1706,0.0041,68.5601,3.6606
450,155.8367,59.811,0.2025,0.005,75.2723,3.6301
451,125.1118,7.6139,0.2262,0.0063,79.6047,3.9278
452,174.6057,27.0392,0.3209,0.0127,84.9134,4.4668
454,172.4435,23.8243,0.1345,0.0037,66.7752,3.1327
455,184.905,-3.3095,0.3039,0.0119,87.7813,4.7789
457,203.1021,50.4072,0.2753,0.0097,51.8559,4.2217
458,5.0671,0.0795,0.2194,0.0058,81.1454,4.3654
459,174.0356,20.3203,0.3214,0.0125,84.9439,4.3849
460,221.0661,35.9536,0.3621,0.0143,97.3462,5.1594
461,179.958,28.3477,0.3389,0.0135,98.3683,5.032
462,159.2194,44.8764,0.1184,0.004,58.1409,2.6231
463,127.0245,44.7668,0.1533,0.0039,56.1883,3.0222
464,340.0966,26.9615,0.3122,0.0122,84.7151,4.4216
466,22.2528,-8.7556,0.3579,0.0142,93.7308,4.6253
470,25.0033,-5.9174,0.4524,0.0107,124.8967,9.4091
472,233.8405,37.3961,0.1577,0.0039,54.2051,3.0258
474,180.9728,1.7835,0.2415,0.0072,80.1233,4.1158
476,29.3166,-0.1217,0.3938,0.0135,101.1752,5.7086
477,218.0041,29.5481,0.2223,0.006,86.1033,5.0542
478,143.4835,38.8775,0.2458,0.0076,68.6669,3.327
479,114.3372,35.2949,0.2089,0.0055,76.1723,4.8278
480,260.0138,26.6444,0.1654,0.004,63.7242,3.9654
481,126.5642,4.2814,0.4611,0.0112,41.5282,13.8993
482,123.2725,29.3375,0.3604,0.0141,97.2394,5.0575
487,323.8009,-1.0488,0.3339,0.0133,124.6221,9.5763
488,224.2363,6.7808,0.3313,0.0133,85.7067,4.6997
489,17.0794,27.9673,0.2487,0.0077,78.0639,4.0166
491,346.9163,1.5155,0.386,0.0136,107.9332,6.1764
495,235.3604,4.732,0.1168,0.0042,53.3814,2.5744
496,130.136,5.7129,0.2853,0.0104,87.1406,4.2435
498,190.3873,32.846,0.3656,0.0143,98.292,5.0472
500,171.2179,41.6675,0.1963,0.0048,71.489,3.3304
501,130.6239,8.3023,0.2359,0.0069,80.6268,4.3093
502,353.6004,17.9899,0.4438,0.0111,139.6177,11.0543
504,237.1405,36.0932,0.2492,0.0075,87.9339,4.7872
505,165.7953,4.3105,0.3308,0.0133,87.0796,4.5423
509,119.5944,26.6891,0.2324,0.0066,78.1402,4.3369
511,260.0402,27.6689,0.1611,0.0039,67.6905,3.6648
513,160.7962,15.0311,0.4166,0.0123,120.8389,8.422
514,7.2252,7.835,0.2792,0.01,78.5978,4.1774
516,13.1309,22.2592,0.1829,0.0044,66.5464,3.2683
517,35.9964,-8.5946,0.2662,0.009,79.9708,4.8209
518,338.2441,-9.0597,0.2564,0.0086,73.823,3.6177
519,233.8311,34.358,0.2322,0.0067,82.8235,4.8953
520,221.2376,31.5074,0.2196,0.0059,64.8531,3.3659
521,356.3212,-3.0441,0.355,0.0143,100.9464,5.3918
523,44.7685,-6.9892,0.4235,0.0117,117.6048,7.5669
524,173.1745,54.2196,0.3539,0.014,98.3378,4.9166
525,202.3775,22.7173,0.4427,0.0109,105.5381,7.882
526,175.3473,0.6336,0.3153,0.0123,71.0161,3.7722
527,210.1114,41.0279,0.2504,0.0077,76.2943,3.8552
529,4.2764,8.829,0.0886,0.0055,54.7086,2.8073
531,230.9436,59.8557,0.375,0.014,80.5657,4.8101
533,223.6037,5.9249,0.3021,0.0115,96.6597,4.9941
534,132.2584,54.7281,0.356,0.0157,93.7155,5.0711
536,202.7108,-1.862,0.095,0.0049,61.7563,3.2206
538,162.554,5.4749,0.4083,0.0127,111.9452,7.3001
541,241.4133,16.4362,0.1366,0.0039,56.0205,2.9043
542,156.3969,51.0985,0.1427,0.0039,56.6002,2.6456
543,153.4434,19.7638,0.1101,0.0045,56.1273,2.9091
544,152.1595,60.7789,0.3977,0.0131,101.938,5.9486
545,155.7399,15.1891,0.2413,0.0075,62.5954,3.7027
546,348.4092,14.8376,0.1689,0.0041,59.4681,3.0024
548,121.99,39.8736,0.3754,0.0149,33.2448,4.8143
549,330.2821,11.3015,0.2356,0.007,74.4027,4.1426
550,222.6597,5.2958,0.155,0.0038,58.5528,2.6902
551,210.6377,14.1398,0.2467,0.0076,71.7026,3.7273
552,321.2933,-6.9635,0.1222,0.0043,53.8085,2.8903
554,224.8216,27.9535,0.2481,0.0076,81.42,4.1521
555,223.7785,61.9694,0.2909,0.0106,91.8849,4.7216
557,231.2492,37.6574,0.4062,0.0126,99.7412,6.6237
559,336.0409,0.326,0.1653,0.0041,57.4544,3.1719
560,168.1981,2.503,0.2722,0.0095,78.2927,4.4921
562,132.402,54.6785,0.3707,0.0162,21.651,3.9497
563,227.7866,18.0315,0.123,0.0042,47.9506,2.5739
564,171.7571,17.1291,0.1208,0.0041,57.1646,3.062
566,158.8216,11.9999,0.3238,0.013,89.3221,4.9237
567,174.7479,63.5892,0.2107,0.0056,57.6375,2.9751
568,229.6691,6.2384,0.1019,0.0047,55.6849,2.7991
569,158.6869,6.1751,0.337,0.0138,74.7383,3.9687
570,184.3171,10.7364,0.2686,0.0096,76.8588,5.1837
571,181.0576,53.2573,0.3101,0.0122,82.7472,4.2813
572,42.0141,-3.5292,0.1883,0.0045,80.2759,6.4063
573,193.244,19.1476,0.2883,0.0108,66.7142,4.3523
574,216.3384,63.156,0.1385,0.0039,57.3629,2.8359
575,249.9083,47.0529,0.2264,0.0066,61.7869,3.4211
576,255.4164,47.7542,0.3847,0.0132,102.9295,5.8606
579,170.6247,21.406,0.1591,0.0039,57.9121,3.0446
580,143.8644,7.5073,0.2163,0.006,68.6821,3.4959
581,169.0052,18.4065,0.4718,0.0106,113.6843,9.0192
583,184.1362,27.1765,0.2805,0.01,79.0555,4.1539
585,126.2508,4.4302,0.2331,0.0066,79.6962,5.2064
586,16.5432,0.8557,0.2624,0.0087,78.2317,4.1472
588,208.9498,-2.4185,0.1931,0.005,59.102,3.0421
589,201.6123,53.8968,0.3756,0.015,38.2637,4.2126
591,154.1397,24.8122,0.1803,0.0043,66.104,3.5338
592,163.1855,16.5692,0.4327,0.0118,117.1929,8.1391
593,29.608,-1.7776,0.1564,0.004,53.9611,2.8865
596,358.7408,5.4342,0.1798,0.0044,60.8563,3.0098
597,16.0303,25.0153,0.2778,0.0098,78.9029,4.3017
598,202.1149,15.0915,0.3675,0.0141,89.8865,4.6943
600,221.8584,8.4736,0.3809,0.0137,104.4855,6.2482
601,186.9634,63.3848,0.1463,0.0038,56.0968,2.5773
602,223.3268,41.4719,0.3473,0.0142,81.7556,4.9968
603,194.616,65.3587,0.2336,0.0069,67.7668,3.6089
605,39.7005,-5.6575,0.3217,0.0127,81.2369,4.6913
606,208.1585,4.6794,0.3845,0.014,90.7713,5.2158
608,187.771,15.9366,0.1841,0.0046,58.385,2.9094
611,209.9085,14.2801,0.2098,0.0054,72.2365,4.0005
613,333.8176,25.8475,0.2965,0.0111,85.2032,4.5026
614,221.0286,63.7499,0.292,0.0109,73.7315,3.8916
615,41.9595,-0.4782,0.3744,0.0142,87.1559,4.7056
616,138.9125,38.4496,0.3852,0.0136,92.6019,5.4318
617,143.0359,29.0678,0.2999,0.0114,92.2053,5.9389
619,180.9917,1.4258,0.4009,0.0133,112.7842,7.2707
620,153.7937,32.5308,0.2958,0.0113,77.1944,4.278
623,211.2154,47.0845,0.2444,0.0075,68.5906,3.6098
624,39.7893,-1.0891,0.3765,0.0137,108.6501,5.8553
625,220.9632,17.7041,0.1792,0.0043,58.9647,3.0523
627,123.9295,32.579,0.408,0.0124,105.5229,6.7846
628,138.1496,16.6638,0.3835,0.0147,88.4526,6.8265
630,3.0445,9.4584,0.166,0.0041,60.1088,3.0823
