1       239.5833    27.2334  0.0958   180.1045  0.0908
2       250.0825    46.7115  0.2325   202.6360 -1.0000
3       197.8730    -1.3411  0.1822   165.2919 -1.0000
5       137.3007    10.9736  0.1703   176.1992 -1.0000
6       203.8337    41.0011  0.2316   190.9965  0.2283
8       150.5589    20.5379  0.3245   153.3930  0.3196
9         8.0343    18.1070  0.3956   232.1849 -1.0000
11      126.3711    47.1336  0.1275   134.5836  0.1290
13       11.6222    20.4680  0.1042   129.2291 -1.0000
14      260.6133    32.1326  0.2294   185.7640  0.2233
15      139.4726    51.7271  0.2265   154.6439 -1.0000
16      198.7718    51.8174  0.2842   155.1778 -1.0000
18      340.8325    -9.5919  0.4431   296.1795  0.4393
19      234.9187    34.4242  0.2335   152.2183  0.2280
20      257.4524    34.4579  0.0864   118.8405 -1.0000
21      322.1096     1.6009  0.3866   208.6007 -1.0000
22      113.0846    31.6891  0.1804   122.3949 -1.0000
23      140.1075    30.4941  0.2989   173.8804 -1.0000
24      203.5362    20.2481  0.1705   126.3917  0.1730
25      180.1056     3.3470  0.1378   106.5297 -1.0000
26      147.4658    17.1196  0.3839   202.2547  0.3828
28      328.4035    17.6955  0.2509   146.0248  0.2302
31      130.7398    36.3665  0.2970   141.2195  0.2823
32      347.0031    -1.9287  0.3075   165.4749 -1.0000
33      213.6002    -0.3776  0.1376   107.5365  0.1377
34      174.0544    40.0433  0.2961   158.3051  0.2904
35       39.9697    -1.5719  0.3712   178.8993 -1.0000
36      347.9548     3.6613  0.3023   162.8358 -1.0000
40      203.1600    50.5600  0.2899   152.7980 -1.0000
41      335.9872    -1.5833  0.0981    95.5766 -1.0000
42      250.8557    13.3766  0.1875   116.9336  0.1819
43      210.2522     2.8638  0.2570   135.5904  0.2793
44      188.5673    15.2523  0.2805   138.7940  0.2880
45      353.4685     7.0816  0.3010   145.2926 -1.0000
46      161.8709    15.2339  0.2085   129.5647  0.2098
47      227.5488    33.4865  0.1195   100.2752 -1.0000
48      240.8291     3.2790  0.2366   133.8361  0.2222
49      346.7812    16.5461  0.2475   132.1886 -1.0000
51      347.0926    -2.1922  0.3093   140.1364 -1.0000
53      141.0642    14.1284  0.1358    93.3189  0.1398
54      183.0770    27.5486  0.3531   159.5712  0.3506
55      132.5330    36.0705  0.3729   168.3124  0.3764
57       16.2307     0.0601  0.2766   129.7020  0.2721
58      192.3789    49.8173  0.2838   147.4893  0.2870
59      180.3008    23.0993  0.2686   133.3327 -1.0000
60      340.4920    17.5510  0.3235   127.7341 -1.0000
62      334.6681    -3.7799  0.1008    89.9170 -1.0000
63      216.4861    37.8165  0.1704   104.3482  0.1700
64      354.4155     0.2714  0.3007   128.5121  0.2772
66      319.7045     0.5603  0.2650   120.9762  0.2765
67       14.0011    26.3423  0.1961   113.3029 -1.0000
69      196.6904    46.5585  0.2290   124.8357  0.2184
71      179.8119    49.7968  0.3634   139.1143  0.3501
72      239.4267    35.5083  0.1583    82.1217  0.1589
73      145.5046     8.9722  0.2090   105.2025  0.2062
75      154.3930    59.5611  0.2895   125.1713 -1.0000
77      187.6273    34.6337  0.3372   135.4226  0.3269
79      170.9950    21.4805  0.1902   113.4707 -1.0000
81      255.6898    34.0611  0.0972    90.3747  0.0932
82        5.1548    28.6595  0.0966    85.5999 -1.0000
83      329.0358     1.3909  0.2182   116.2776 -1.0000
84      353.6134     6.8628  0.3102   140.7619  0.2954
85      201.7542     2.2054  0.2598   116.3844  0.2601
86      231.0309    29.8890  0.1171    99.9090  0.1135
88       24.3239     7.9143  0.2656    88.6356  0.2558
89      225.0813    21.3694  0.1593    93.2731 -1.0000
93      172.4773    20.4195  0.1341    93.2121  0.1372
94       24.3210     7.9010  0.3652    29.2175  0.3730
95      178.4716    42.8703  0.3331   118.1387  0.3343
96      350.5615    28.5209  0.3877   160.1662 -1.0000
99      139.0732    -0.4016  0.3324   112.0367  0.3180
101     209.8129    27.9762  0.0812    79.7572 -1.0000
102     201.7647    53.8312  0.3755    31.0328 -1.0000
103     117.7531    17.6316  0.1840   112.8148  0.1829
105     201.8506    53.7823  0.3846   135.3616  0.4113
106     177.2180    51.5522  0.1343    78.5368  0.1326
107     163.5731    14.6512  0.2976   125.4001  0.2994
108     140.2189    30.4612  0.2930    22.5053  0.2929
111       4.9222    25.3020  0.3712   159.7390 -1.0000
112     338.5984     5.8383  0.1521    96.2936 -1.0000
113     350.2673    29.1929  0.4956   257.1115 -1.0000
114     245.1297    29.8910  0.0945    82.0760  0.0960
116     187.6803    10.5786  0.1678    99.3751  0.1636
118       8.4714    -7.8695  0.3045   130.1902 -1.0000
120     164.5987    56.7950  0.1405    91.2747  0.1351
121     336.5330    17.3565  0.1125    77.8046 -1.0000
122      34.9673     1.4978  0.3626   131.8072  0.3650
123       0.7983    -6.0917  0.2477   110.1146 -1.0000
124     341.3656    28.1502  0.3617   138.0312 -1.0000
125     330.2190    20.9693  0.1516    92.7697 -1.0000
127      37.9215    -4.8826  0.1892    90.6188  0.1852
128     244.0758     7.0092  0.2483    32.1617  0.2537
129     218.8687    55.1312  0.1398    86.7287  0.1399
130     229.0747     0.0891  0.1206    79.5284  0.1207
131     137.7733    61.1298  0.2898   112.7995 -1.0000
134       4.9111     3.5993  0.2772   108.6501  0.2691
135     356.1572     3.0843  0.3555   142.2416  0.3497
136     228.8088     4.3862  0.1022    78.0792  0.0947
137     136.6872    10.3173  0.1402    73.9603  0.1374
138     127.4372    38.4651  0.3765   155.2083  0.3919
139     221.1325    31.2267  0.2380   115.8200 -1.0000
142     244.0424     6.9179  0.3328   122.5017  0.3407
143     239.9746    22.1396  0.4011   160.5323 -1.0000
145     194.6537    -1.7930  0.0810    69.0482  0.0820
147     355.3209    -9.0199  0.2594   105.6297  0.2512
148     145.7394    46.9805  0.3600   137.3142 -1.0000
149     234.1718    -2.0237  0.1379    83.3421  0.1435
152     231.9410     6.8760  0.3778   132.6310  0.3872
153     323.8282     1.4242  0.2345   109.8400  0.2306
154      10.3271    25.4359  0.1376    82.1217 -1.0000
156     229.2244    -1.0851  0.1186    56.1883  0.1176
157     327.5889    -8.7884  0.3840   145.3231  0.3952
163     217.6100    24.6198  0.1371    79.7877  0.1356
166     143.8136     0.7961  0.3568   120.0303  0.3583
167     334.6999    -2.9736  0.0991    70.6653 -1.0000
168     140.3380     3.2870  0.3501   123.5542  0.3513
170     119.0889    30.2838  0.3502   126.4374  0.3191
171     344.2756     5.5638  0.1752    70.2229 -1.0000
173     187.2606    47.6224  0.2529   112.9673 -1.0000
175     140.6212    54.9965  0.1827    84.7914  0.1836
177     167.9317    40.8208  0.0803    70.6195  0.0781
178     204.2058    10.4400  0.1567    84.3337  0.1552
179      12.4576    24.4505  0.0909    74.6926 -1.0000
181      29.9556    -8.8330  0.4094   172.8736  0.4052
183     210.9953    15.7360  0.1805    82.4574  0.1802
184     215.4170    37.2913  0.1630    83.0370  0.1583
186     119.0555    30.2323  0.4214    30.3006  0.4411
188     334.1654    26.1950  0.3675   128.7714 -1.0000
189       9.5755     9.4632  0.2846   104.4703 -1.0000
190     353.7537     5.5992  0.1967    87.5830 -1.0000
192     175.6032    58.5349  0.3353   106.6975 -1.0000
193     152.8042    -2.0432  0.2017    89.2153 -1.0000
194       6.6486    17.1620  0.4031   138.4279 -1.0000
195     185.6721     2.0997  0.2290    95.7749  0.2287
196       9.2785     9.1567  0.2688   102.9753  0.2494
197      20.6816    13.0165  0.2516    91.4425 -1.0000
198       2.3361     6.8231  0.2441   105.7822 -1.0000
200     189.8219    18.7672  0.3219   109.2909  0.3226
201     201.8455     3.6292  0.2203    97.9411  0.2247
202       2.9386    32.4157  0.1039    82.3506 -1.0000
203     337.1405    20.6212  0.4187   179.7688 -1.0000
204     248.4694    24.5833  0.1894    84.7303  0.1937
205     126.8685    22.5460  0.3366   121.4796 -1.0000
209     134.4751     3.1764  0.2006    91.6256 -1.0000
212      34.9734     2.7866  0.2805   110.9079 -1.0000
213     347.8434     5.2827  0.3939   147.5351 -1.0000
215     223.0545    37.8811  0.2872   102.4719 -1.0000
216     233.2648    -0.7713  0.1513    80.4284  0.1518
217     186.8122     8.9709  0.0898    68.5448  0.0878
219       5.6029    23.2925  0.1329    82.9150 -1.0000
220     184.4866    20.6714  0.2145    91.3358  0.2008
221     131.5727     5.1344  0.2398    96.4309  0.2365
222     255.6381    33.5166  0.0880    75.4553  0.0864
225     125.8303    15.9627  0.1562    82.9608  0.1526
226     142.7069    28.8522  0.2995   106.2856 -1.0000
227     188.6004     9.7876  0.2294    93.8376  0.2321
228      42.0348    -2.2770  0.2349    97.9411  0.2337
229     177.7047    62.3301  0.3401   113.2266  0.3452
232     157.9347    35.0414  0.1252    70.5432 -1.0000
233     191.9643    -2.8306  0.1821    73.7773  0.1818
235     178.1474    37.2620  0.1680    85.4473  0.1644
237      28.1748     1.0071  0.2275    94.9359  0.2297
238     350.1701    11.9344  0.3097   115.3013 -1.0000
239     184.3798    36.6865  0.3770   129.2596  0.3655
240     196.0037    67.5066  0.2212    91.6714  0.2212
241     332.7472    -6.8900  0.3680   126.4222 -1.0000
243     120.2367    36.0565  0.2971   108.6196  0.2873
244     211.9437    14.0033  0.1343    68.5601 -1.0000
245     261.1949    32.0430  0.2150    87.0644 -1.0000
246     152.1488    17.2455  0.1228    63.0835 -1.0000
247     341.8012    -2.0938  0.3450   121.1135 -1.0000
248       0.4937    12.0661  0.2112    83.6778 -1.0000
250     328.5546    -3.9981  0.1498    79.8487 -1.0000
251     222.7446    31.2950  0.1644    75.6841  0.1657
252     344.9438    31.0400  0.1949    75.8062 -1.0000
258     128.9135    36.8613  0.3034    97.9717 -1.0000
259     198.2417    46.2584  0.1806    81.5878  0.1797
261     187.2263    19.4318  0.1645    78.9029  0.1605
262     223.6962    54.3759  0.1008    62.7632 -1.0000
263      10.4793    21.3771  0.1039    63.8005 -1.0000
264      15.1366     4.8168  0.3588   118.5506  0.3415
266     155.6184    50.1056  0.1587    80.1539 -1.0000
270     126.5240    40.2920  0.3953   146.2994  0.4022
271     201.2966    57.6004  0.1156    71.1992 -1.0000
272     177.0289    -2.5723  0.3413   103.8296 -1.0000
276     186.7130    21.8312  0.4373   185.1233  0.4379
277     320.2817     5.3289  0.1465    76.4164  0.1454
280     132.9120    33.5184  0.3546   113.0131 -1.0000
281     333.4389     6.5363  0.3907   128.6342 -1.0000
282       0.9325    10.0233  0.3710   121.1440  0.3743
283     142.1527    37.7898  0.2467    85.4931  0.2450
284     205.9480     9.7812  0.2174    74.2197  0.2117
287     189.2442    63.1872  0.3128   104.4398 -1.0000
288      44.1285     0.1009  0.3741    99.7870  0.3711
289     155.2867    14.7677  0.2482    84.0286  0.2425
291       2.7141    29.1612  0.3481   104.3940 -1.0000
292     111.6948    42.5307  0.1899    66.2871  0.1824
293     185.4457     7.8065  0.1330    68.7889  0.1371
295     349.8008    -2.4512  0.1105    72.1755  0.1093
296     334.3160     9.0528  0.2857   100.0463  0.2882
297     145.1024     2.4776  0.1563    63.7700  0.1530
298     337.1778     8.6568  0.4180   176.4280 -1.0000
299       8.3399    10.4571  0.4132   131.2733  0.4368
300     202.6228    49.1466  0.3358   119.8473  0.3314
301     214.1619    30.7358  0.1822    76.7977  0.1855
302     177.3987    22.3985  0.5399   287.8046 -1.0000
303     121.9472    39.7766  0.3647   130.4648  0.3697
304     140.5021    51.9225  0.2097    92.4799  0.2040
305     168.2088    13.4751  0.1741    78.8724  0.1680
306     227.8546     6.3450  0.0811    65.5854 -1.0000
307     121.4303    45.6830  0.1485    64.3497  0.1369
308     173.2174    39.8433  0.2992    96.2173 -1.0000
309     196.4615    30.9048  0.1869    74.2959 -1.0000
310     172.6042     5.7365  0.3489   106.3924 -1.0000
312     219.5911     3.6703  0.2194    82.4116  0.2247
315     201.5023    12.3788  0.2060    80.0471  0.2013
316     355.8986     0.3309  0.2656    79.5284  0.2694
317     179.3222    33.6109  0.2179    89.0780  0.2140
318     124.2472    49.0281  0.3495   106.2551  0.3590
319     168.8119    53.3318  0.4724   196.3205  0.4664
320     206.2586    -2.8106  0.5232   230.0797  0.5204
321     123.9410    10.0696  0.2863    95.3783  0.2772
322     151.0289    20.8196  0.3168    96.8733  0.3124
323     168.7367    59.4470  0.3664    98.3988  0.3589
324     332.9413    -3.8290  0.4263   160.2425 -1.0000
325     115.8463    17.5616  0.1016    59.3308 -1.0000
327     341.8157    -3.0297  0.1880    80.1386  0.1825
