023.9128	+20.7465
260.6324	+32.1398
197.8796	-01.3356
250.1485	+46.6917
346.3402	+21.0378
008.0480	+18.1312
203.1873	+50.5346
188.5466	+15.1803
350.2432	+29.2029
139.4938	+51.7236
140.1269	+30.5018
011.5934	+20.4852
347.0070	-01.8981
322.0956	+01.5831
203.8354	+41.0006
347.9211	+03.6690
353.6021	+06.8497
328.4102	+17.6964
244.0383	+06.9818
113.1628	+31.6118
132.5387	+36.0605
004.9164	+25.2836
347.0926	-02.1922
037.8558	+06.9822
005.5703	+23.2826
338.5984	+05.8383
174.0443	+40.0576
014.0123	+26.3806
186.6912	+21.8663
213.6791	-00.3599
039.9694	-01.5737
163.5509	+14.6454
112.9779	+14.5985
180.3486	+23.1085
346.7806	+16.5549
053.6963	+37.8123
314.7154	+01.3747
353.5091	+07.0598
187.2917	+47.6478
121.9282	+39.7738
340.4866	+17.5424
005.4567	+33.7952
119.0698	+30.2728
024.0519	+21.6734
326.4887	+20.4675
210.2728	+02.9235
009.5869	+09.4755
008.4712	-07.8443
121.3372	-01.1343
337.1111	+20.6024
139.0438	-00.3931
203.5283	+20.2710
195.8404	+67.4689
126.5070	+04.3106
112.9717	+14.5882
145.7716	+46.9973
250.8746	+13.3566
175.5923	+58.5142
341.3550	+28.1372
178.0463	+37.2469
008.5521	-02.1648
356.3395	-03.0405
192.4199	+49.8679
016.2255	+00.0541
026.9297	+20.0743
350.1664	+11.9416
177.7032	+62.3198
126.5183	+40.2569
178.4559	+42.8662
337.1880	+08.6543
150.5779	+20.4701
024.3381	+07.8915
122.4050	+04.9451
015.1053	+04.8149
306.3152	+00.5250
340.5313	+07.2769
323.8174	+01.4132
354.6681	+27.1759
004.7465	-20.3422
201.7618	+02.2120
055.1600	+36.7289
350.5559	+28.5205
234.9225	+34.4216
168.7957	+53.3454
055.1600	+36.7289
189.2712	+63.2056
198.7957	+51.8164
007.3815	+10.8609
016.5663	+29.7026
069.2872	+00.7345
137.3081	+11.0201
334.5896	-03.8065
334.1862	+26.2081
053.8744	-13.3294
016.0429	+25.0514
330.2229	+20.9783
329.0535	+01.3960
210.5985	+17.8206
124.2728	+07.8948
145.2448	+07.7274
142.0201	+20.5188
239.9930	+22.1467
338.9182	+01.5276
131.5656	+05.1311
181.2393	+22.6191
117.7390	+17.6604
223.2428	+58.0482
354.4173	+00.2767
240.8281	+03.2808
003.7115	+34.7767
233.8976	+37.3163
142.7165	+28.8484
341.8595	+26.6622
113.2584	+15.6362
004.9043	+03.6213
010.2726	+25.4588
060.4802	+00.6248
016.0623	+29.5597
201.6893	+53.8654
333.8506	+25.8595
332.7639	-06.8808
012.9258	+27.3515
358.4905	+30.5839
177.4175	+22.3998
025.5057	+21.5228
111.7138	+30.9963
356.1347	+03.0939
025.2659	+21.5413
334.7005	-02.9578
223.0379	+37.8764
328.5153	-03.9813
123.6121	+27.3335
034.9369	+02.7313
222.0975	+27.3386
228.6848	-02.7900
206.1796	+38.1655
358.5315	-10.3845
021.4404	-06.5684
216.4957	+37.8322
348.3803	-04.6859
344.2079	+05.5237
055.4805	+36.7317
144.1942	+12.4975
185.6828	+02.0946
042.0056	-03.5353
244.0400	+07.8667
334.3201	+09.0359
140.4850	+51.9647
200.7058	+31.6587
145.5127	+08.9551
137.3986	+51.5229
351.6310	+29.3646
332.9356	-03.8274
336.7364	-05.5105
320.6410	-05.4608
350.6579	+09.3373
353.3664	+22.9606
323.8459	-01.0192
021.2798	+08.6718
062.9180	-00.1743
042.0599	-02.2628
002.7302	+29.1639
056.1833	+36.0775
023.4781	+30.2435
145.2241	+12.5607
155.7186	+50.1218
029.9762	-08.8499
179.9493	+28.3528
017.7466	+17.7103
243.2872	+61.2615
017.3893	+33.0445
002.3315	+06.8210
345.4031	+21.8789
011.2742	+08.6859
219.4090	+30.1927
006.7746	-19.5104
180.9852	+01.8086
026.6296	-18.2041
123.2602	-00.4893
000.9450	+10.0342
358.8803	+01.7794
346.7569	+15.3853
336.0101	-01.5805
060.1225	+00.5099
161.1420	+46.5004
022.1937	-07.6930
126.2266	+04.4439
010.4552	+21.4191
237.1382	+36.0714
239.6198	+27.3433
032.1156	+20.8430
348.1792	+04.7226
004.5509	+34.3022
352.7040	-18.6554
006.7290	-09.0299
037.7442	+02.8177
166.5200	+33.5599
112.4308	+34.3354
135.3912	-01.6556
256.1861	+09.9855
193.2082	+19.1165
127.4512	+38.4653
041.1013	-07.5925
009.1925	+18.9955
140.5638	+03.7680
072.9876	+00.1048
344.9346	+31.0437
351.7988	+31.1309
191.9479	-02.7759
123.8974	+10.0377
141.0515	+14.1618
139.0709	+29.8700
332.3471	+17.8381
340.5047	+07.2467
132.9236	+33.5151
190.4631	+19.7816
012.4656	+24.4606
125.0990	+07.6072
131.3211	+48.4335
347.4725	+17.4094
007.2214	+07.8271
346.3816	+11.3374
224.6575	+37.9652
261.8056	+70.6090
234.1834	-02.0152
030.0710	+27.8059
012.7502	+26.3085
152.7915	-02.0416
343.5053	+15.4510
113.9451	+15.0889
160.8206	+15.0099
006.6510	+17.1668
231.9423	+06.8648
188.6447	+33.0644
000.8314	-06.0745
148.4746	+22.2715
188.5892	+09.7537
014.4430	-06.9756
032.6167	+29.9842
319.7231	+00.5550
184.5052	+20.6389
326.4723	+20.7348
000.4838	+12.0571
209.5373	+21.3445
204.2220	+10.4416
143.0545	+29.1039
039.7600	-01.0905
333.4389	+06.5363
018.1673	+28.3160
146.8262	+38.1666
003.9026	+33.5170
155.7697	+15.1570
341.8089	-02.1069
016.5175	+29.4133
034.6040	+28.4926
116.0553	+10.0322
137.7956	+61.1309
032.1047	+24.9258
005.0415	+34.8372
172.3840	+23.8908
050.1350	+00.5010
225.3287	+42.3895
011.5371	-03.9947
350.1231	+29.7534
011.7635	+14.8889
166.2154	+47.4479
034.9786	+01.5079
262.3570	+31.4046
339.7319	+27.4999
010.8389	+08.5789
131.7409	+24.9599
354.3977	+05.1264
143.8032	+00.8105
116.0776	+10.0199
007.0045	+24.7948
234.1405	+37.6691
348.4861	-05.9431
134.4631	+03.1789
039.6667	-05.6475
163.3576	+56.6726
157.6394	+14.2231
004.0051	+33.7570
051.0216	-05.8101
202.6057	+49.1493
355.9293	+00.2811
113.9101	+15.1298
345.7047	+17.7623
355.3155	-09.0341
017.9975	+33.1560
347.5682	+17.0135
132.3137	+54.7278
126.8727	+22.5285
353.7196	+05.6460
198.2814	+46.2862
053.3970	+39.1343
201.0628	-03.3115
206.2713	-02.8085
257.7182	+39.6482
044.7680	-07.0124
172.4635	+02.9382
110.2859	+36.7577
330.2726	+11.3205
130.5691	+01.6534
230.6003	+27.7122
032.3320	+18.8545
144.5848	+52.0512
137.1572	+06.9881
009.2796	+09.1670
155.4649	+14.1186
167.3796	-03.5099
181.0728	+53.2729
201.8599	+03.5720
004.7241	+07.5389
210.0880	+41.0300
154.2862	+39.0496
003.2334	-08.9471
029.3441	-00.1520
020.6812	+13.0330
125.4417	+01.1868
029.3134	+32.1592
339.8076	-03.9460
014.4397	+35.2674
016.8296	+27.9693
219.5904	+03.6704
040.9995	-05.8193
179.8410	+49.7930
341.2240	+27.0691
171.0102	+21.4699
151.7388	+32.0056
138.4579	-00.7590
017.0782	+27.9622
158.1634	+19.8497
060.2427	+00.7328
347.4248	+15.1162
317.3098	+09.8489
257.1286	+15.0895
053.6733	-00.7426
328.6118	+00.6109
209.3782	+30.6618
145.9528	+16.6775
130.7422	+36.3575
335.1289	-02.8396
345.5571	+06.8262
154.3978	+59.5707
030.8678	-09.8213
132.7705	+56.5757
347.8511	+05.2822
194.1038	+04.6735
328.7352	+00.9079
354.1106	+21.1819
126.3559	+47.1622
243.5153	+54.7450
184.3973	+36.6905
218.3397	+08.7260
029.6058	-01.7595
030.5852	+19.0637
248.7742	+15.4864
135.2977	+03.0337
336.5190	+17.3825
213.6555	+27.0542
335.0486	+09.4053
345.9363	+15.3556
008.1957	+12.2176
350.5815	+29.2126
172.0754	+25.8004
014.9156	+13.1781
028.0167	+33.1074
008.7324	+02.5652
180.4300	+23.8527
172.9851	+39.1030
179.4015	+33.6240
131.3748	+03.4552
190.1394	+42.8585
240.1712	+41.5015
201.9049	+53.7237
158.8095	+12.0129
215.5006	+37.2790
122.5805	+18.2700
345.9140	+16.8568
351.5769	+27.5547
225.8671	+23.0543
346.9899	+15.6303
326.2633	-07.4505
124.2691	+48.9978
346.9086	+01.5100
028.0907	-07.0712
348.0621	+15.2365
348.7372	+28.4913
355.3940	+26.0565
017.2452	+15.2295
312.6905	+01.3678
339.8838	-05.7658
342.5786	+26.5937
022.2562	-08.7413
348.4132	+11.6335
041.7852	+06.5064
044.5875	+06.0951
221.1130	+31.2620
017.5315	+32.1626
012.8531	+26.0789
039.8605	-03.5180
020.0786	-08.3625
180.1657	+03.3716
143.8976	+08.1013
147.4878	+29.2854
253.0602	+44.8220
119.9759	+08.3285
019.9756	+12.3277
129.3990	+15.0450
221.8851	+59.9704
261.1802	+32.0392
229.1847	-00.9078
350.9191	+09.1535
208.0031	+12.8710
007.7247	+03.8340
221.9019	+13.4528
318.4901	+17.7266
028.1842	+01.0056
151.8776	+11.3527
065.7384	-05.3934
217.6059	+24.6376
040.3946	+44.8794
336.1322	-02.6686
139.5905	+61.1980
334.5425	+07.4078
319.4280	+07.5498
231.0557	+29.9294
184.1350	+27.1739
246.7305	+55.4906
351.4819	+30.4493
128.0893	+35.7681
057.1599	-00.4731
125.8032	+15.9724
059.5897	+00.7147
340.1017	+26.9532
013.0900	+24.3972
215.8888	+16.4655
218.3843	+29.4689
003.5634	+08.8828
011.3368	+10.1094
066.3978	-00.7646
208.6645	+04.0097
341.0296	+23.7499
008.3442	+10.4466
021.1947	-06.3131
015.9504	+12.8985
228.2882	+06.1085
224.6893	+19.4625
346.1763	+13.5969
003.6999	-06.4878
019.8771	+14.8524
141.6433	+29.5762
147.4710	+17.0923
031.8142	+20.1275
037.2412	+47.3961
351.9410	+33.1627
342.5072	-02.1542
045.0825	+44.5220
141.3321	+10.8724
353.4355	+24.7234
000.2954	+21.5359
023.7090	+31.1697
185.5936	+40.4934
125.0255	+32.0083
008.6179	+02.4250
332.5238	+06.5966
355.1025	+10.5638
023.7187	+11.4009
230.4106	+30.6704
168.2123	+13.4680
073.3050	+00.2338
347.7547	+11.6435
199.1844	+05.0229
180.3032	+08.7129
344.5281	+20.9151
021.8109	+00.3296
316.0238	+04.3313
335.2815	-01.0908
224.9867	+23.0946
146.3646	+66.3449
140.3366	+03.2874
054.8789	+36.8647
340.0726	+17.3117
157.8394	+14.0881
174.0493	+20.3385
347.3096	+27.6036
003.6953	-20.3492
351.8065	+26.5116
132.6119	+00.2925
130.5948	+47.8137
002.8195	+10.4696
209.7663	+27.8486
210.9501	+15.7186
021.2699	-05.5104
032.4997	+20.7938
111.8109	+31.0565
201.4811	+41.6819
189.2474	+41.5137
197.6077	+21.8374
228.7540	+04.3950
130.6135	+08.2952
007.5003	-20.0745
189.4178	+37.1038
039.3575	+06.3369
173.4799	+39.8635
011.8292	-09.2084
258.1058	+64.0520
187.6814	+10.5764
002.9334	+32.4315
335.4034	+01.3082
221.0751	+35.9140
353.2141	+07.2926
215.1549	+19.7704
346.6109	+15.6570
312.7739	+02.2678
220.8646	+27.8435
194.3532	+36.9077
225.0909	+21.3662
007.4643	+12.0513
125.3437	+25.3101
028.3694	-01.1599
327.7514	-07.6148
169.0107	+18.4193
121.5944	+38.3104
347.9784	+04.2502
318.2441	-06.5329
319.7393	+18.6597
346.6630	+21.5179
334.5430	+27.2541
179.0056	+34.6071
255.3593	+47.7019
209.9631	+62.5079
327.9318	+25.0932
219.4616	+40.2211
052.3900	+40.7609
325.6938	+02.0595
026.6143	+19.4308
201.3026	+57.6075
064.2500	+01.2094
331.5480	+05.7124
060.1368	+01.1590
354.0844	-06.1424
015.2245	+28.3889
018.1189	+03.5479
057.4273	-00.3070
337.2432	+06.7469
024.9978	-05.9195
019.1651	+16.4169
319.0927	+17.7469
028.1851	+25.5373
347.6352	+31.0041
149.4128	+59.0252
237.9845	-02.1006
134.6091	+16.9555
178.3274	+07.9524
352.6217	+20.6409
220.1508	+13.0422
264.5458	+60.1013
156.2986	-02.6395
176.8354	+44.3625
255.6959	+33.4732
179.9532	+25.8244
233.2722	-00.7412
337.2482	+06.7465
026.7028	+20.0578
009.9069	-19.9603
019.3686	+15.7458
181.1574	+03.8729
187.6643	+34.6283
342.5836	+10.9045
142.1514	+37.7902
326.4251	-01.7076
314.9443	+01.2943
020.2609	+27.3850
247.9409	+21.7471
237.6250	+62.2471
136.6827	+10.3303
017.8153	+16.8205
171.6451	-00.3374
176.0292	+10.4876
016.1419	+12.8741
124.5054	+49.9706
207.9700	+61.1048
343.6049	+26.1722
212.9086	+36.5268
028.7343	-06.2527
224.9344	+56.0133
201.5101	+48.0656
176.5506	+08.2560
203.2519	+57.6641
232.4006	+21.8136
134.9228	+61.3120
057.1454	+00.4721
217.4288	+20.5680
342.2820	-05.4534
037.9333	-04.8650
345.5727	+24.7028
179.0419	+44.6588
355.0444	+26.2303
349.8004	-02.4013
126.1936	+04.4784
055.6749	-00.2913
357.9865	+33.5373
226.0186	-02.8132
233.2139	+15.2233
008.8393	-20.2509
013.5106	+20.2235
167.7637	+53.1428
336.1479	-02.6674
008.9085	+12.9406
210.3430	+25.0433
002.2111	+32.2061
177.1898	+51.6071
142.6324	-02.1443
004.2144	+06.7927
019.9181	+33.4076
026.4186	-01.9167
239.2349	+24.6042
060.6254	+00.4559
111.9672	+32.1430
160.7070	+62.6598
180.9211	+28.3914
026.8667	-03.3077
356.1770	+09.1138
126.7164	+22.7734
168.4157	+56.6710
033.6931	-04.5356
207.5092	+19.8052
138.1433	+16.6916
343.5965	+25.9584
317.7203	+05.4020
348.9015	-06.7959
006.1129	-20.6955
230.1895	+11.8710
038.3726	+06.0639
343.3885	+08.7204
261.6732	+65.6759
248.4939	+25.3274
346.5211	+15.9687
346.1563	+13.8432
015.4716	-09.3194
173.5534	+19.5203
245.4048	+24.6393
009.0694	-20.6934
230.4133	+32.0982
017.0209	+02.8696
047.1364	-00.4001
345.8053	+14.8760
261.8921	+61.4860
009.9655	+06.7913
332.7003	+05.8047
035.9917	-08.5968
021.5163	+10.6287
254.7055	+39.8917
358.2943	+33.2696
061.4805	-00.3238
125.5904	+45.6952
140.0635	+08.4595
186.0546	+57.6983
149.7732	+32.2693
227.0227	+28.1481
257.6296	+14.2085
005.0483	+34.0126
032.0269	+24.3541
140.3725	-00.1740
352.6120	+17.2929
008.4793	+18.4012
145.7223	+14.4842
353.0820	+09.1368
190.7698	-01.1440
119.0913	+05.1109
211.2027	+47.0729
190.8415	+50.2481
023.6850	+30.4625
341.5222	+28.7121
349.8888	-01.2820
004.2629	+08.8423
346.0854	+22.2998
241.7883	+06.9823
227.0780	+57.9053
255.2098	+27.2794
174.7132	+49.8460
317.7317	+07.5634
249.5546	+48.0429
211.4889	+09.5803
187.4712	+11.7471
152.9833	-00.4266
015.4188	+34.8336
176.3378	+17.3478
123.8552	+00.8923
357.3199	+32.9905
354.4839	+24.8426
198.0542	+06.7436
131.5082	+36.9456
335.4994	-01.0491
343.4021	+20.6986
200.2286	+33.4777
028.9555	-07.4039
177.1401	+22.4009
