sloan_ra sloan_dec sloan dr7_ra dr7_dec dr7
155.8892500 +16.6778961 Sloan 155.88925 +16.67790 DR7
156.8178500 +16.7604881 Sloan 156.81785 +16.76049 DR7
157.3888400 +16.9209411 Sloan 157.38884 +16.92094 DR7
158.3628200 +17.1640619 Sloan 158.36282 +17.16406 DR7
163.0230000 +17.7614431 Sloan 163.02300 +17.76144 DR7
163.3207000 +17.6743661 Sloan 163.32070 +17.67437 DR7
163.4454700 +17.6598000 Sloan 163.44547 +17.65980 DR7
167.0215700 +18.1227831 Sloan 167.02157 +18.12278 DR7
152.5908200 +16.6286500 Sloan 152.59082 +16.62865 DR7
154.2693500 +16.8300500 Sloan 154.26935 +16.83005 DR7
157.0592000 +17.3168331 Sloan 157.05920 +17.31683 DR7
157.4749700 +17.3201069 Sloan 157.47497 +17.32011 DR7
159.6408500 +17.7187389 Sloan 159.64085 +17.71874 DR7
159.6894300 +17.7099681 Sloan 159.68943 +17.70997 DR7
160.9411200 +17.8079800 Sloan 160.94112 +17.80798 DR7
162.0235500 +17.9344419 Sloan 162.02355 +17.93444 DR7
152.4804600 +16.9737250 Sloan 152.48046 +16.97372 DR7
154.7723700 +17.2628461 Sloan 154.77237 +17.26285 DR7
155.4869000 +17.5730411 Sloan 155.48690 +17.57304 DR7
157.3379200 +17.6703850 Sloan 157.33792 +17.67038 DR7
161.5578700 +18.2939411 Sloan 161.55787 +18.29394 DR7
153.2192700 +17.4368039 Sloan 153.21927 +17.43680 DR7
153.6497600 +17.5348689 Sloan 153.64976 +17.53487 DR7
156.1119500 +18.0010789 Sloan 156.11195 +18.00108 DR7
156.2592700 +18.0968819 Sloan 156.25927 +18.09688 DR7
157.9109800 +18.3336861 Sloan 157.91098 +18.33369 DR7
158.7137300 +18.3662219 Sloan 158.71373 +18.36622 DR7
159.6386600 +18.5758969 Sloan 159.63866 +18.57590 DR7
159.7582700 +18.6028300 Sloan 159.75827 +18.60283 DR7
162.1179800 +18.8554061 Sloan 162.11798 +18.85541 DR7
164.3619000 +19.2197319 Sloan 164.36190 +19.21973 DR7
165.0440700 +19.1994569 Sloan 165.04407 +19.19946 DR7
153.2816600 +17.9374331 Sloan 153.28166 +17.93743 DR7
154.5668900 +18.2381011 Sloan 154.56689 +18.23810 DR7
156.6137900 +18.4538800 Sloan 156.61379 +18.45388 DR7
159.6416700 +18.9418789 Sloan 159.64167 +18.94188 DR7
165.4614700 +19.7517061 Sloan 165.46147 +19.75171 DR7
160.9658700 +17.2651961 Sloan 160.96587 +17.26520 DR7
161.1092500 +17.2913281 Sloan 161.10925 +17.29133 DR7
163.2574200 +17.5281631 Sloan 163.25742 +17.52816 DR7
166.1722400 +17.8440939 Sloan 166.17224 +17.84409 DR7
168.0562300 +18.0423469 Sloan 168.05623 +18.04235 DR7
170.8095700 +18.2362989 Sloan 170.80957 +18.23630 DR7
176.9810800 +18.6331211 Sloan 176.98108 +18.63312 DR7
160.6516000 +17.5909131 Sloan 160.65160 +17.59091 DR7
161.7433700 +17.7619661 Sloan 161.74337 +17.76197 DR7
163.4108700 +17.8813139 Sloan 163.41087 +17.88131 DR7
163.6606900 +17.9606439 Sloan 163.66069 +17.96064 DR7
163.7630800 +17.9355239 Sloan 163.76308 +17.93552 DR7
165.4147100 +18.1802489 Sloan 165.41471 +18.18025 DR7
168.0726900 +18.4490239 Sloan 168.07269 +18.44902 DR7
174.3289600 +19.0306381 Sloan 174.32896 +19.03064 DR7
174.7731900 +18.8833761 Sloan 174.77319 +18.88338 DR7
160.5049700 +17.9297819 Sloan 160.50497 +17.92978 DR7
161.8778200 +18.1221031 Sloan 161.87782 +18.12210 DR7
165.2035000 +18.6897750 Sloan 165.20350 +18.68977 DR7
168.0234200 +18.9236239 Sloan 168.02342 +18.92362 DR7
169.8759400 +19.0359289 Sloan 169.87594 +19.03593 DR7
172.1504400 +19.3141169 Sloan 172.15044 +19.31412 DR7
173.3240500 +19.3300981 Sloan 173.32405 +19.33010 DR7
173.2356800 +19.3726331 Sloan 173.23568 +19.37263 DR7
173.4926900 +19.3285650 Sloan 173.49269 +19.32856 DR7
177.6952800 +19.5701550 Sloan 177.69528 +19.57015 DR7
161.5650300 +18.6018819 Sloan 161.56503 +18.60188 DR7
161.6706900 +18.6361389 Sloan 161.67069 +18.63614 DR7
165.3299400 +18.9596769 Sloan 165.32994 +18.95968 DR7
165.3459400 +19.0514911 Sloan 165.34594 +19.05149 DR7
170.8267300 +19.5781500 Sloan 170.82673 +19.57815 DR7
171.9144800 +19.6139081 Sloan 171.91448 +19.61391 DR7
174.0186000 +19.8015231 Sloan 174.01860 +19.80152 DR7
177.5965800 +19.8493619 Sloan 177.59658 +19.84936 DR7
161.6679900 +18.9564611 Sloan 161.66799 +18.95646 DR7
162.9693400 +19.2072211 Sloan 162.96934 +19.20722 DR7
163.7910500 +19.3472800 Sloan 163.79105 +19.34728 DR7
165.1414800 +19.3964500 Sloan 165.14148 +19.39645 DR7
170.8696200 +20.0475369 Sloan 170.86962 +20.04754 DR7
170.9952900 +19.9860819 Sloan 170.99529 +19.98608 DR7
172.1663300 +20.0464239 Sloan 172.16633 +20.04642 DR7
173.1670700 +20.1877769 Sloan 173.16707 +20.18778 DR7
177.7516000 +20.2825800 Sloan 177.75160 +20.28258 DR7
160.9175500 +19.2779139 Sloan 160.91755 +19.27791 DR7
163.0277500 +19.6047981 Sloan 163.02775 +19.60480 DR7
167.4222800 +20.1138350 Sloan 167.42228 +20.11383 DR7
170.5914800 +20.3111589 Sloan 170.59148 +20.31116 DR7
170.7696400 +20.4654600 Sloan 170.76964 +20.46546 DR7
172.3062900 +20.5746789 Sloan 172.30629 +20.57468 DR7
172.5378800 +20.5150319 Sloan 172.53788 +20.51503 DR7
173.2905300 +20.5958300 Sloan 173.29053 +20.59583 DR7
173.6201100 +20.6203081 Sloan 173.62011 +20.62031 DR7
174.5300900 +20.5526150 Sloan 174.53009 +20.55261 DR7
176.7261500 +20.8287419 Sloan 176.72615 +20.82874 DR7
181.6390300 +18.8925519 Sloan 181.63903 +18.89255 DR7
181.6754100 +18.9153439 Sloan 181.67541 +18.91534 DR7
182.7129800 +18.8911381 Sloan 182.71298 +18.89114 DR7
183.9037800 +18.9143850 Sloan 183.90378 +18.91438 DR7
184.2511600 +18.7947469 Sloan 184.25116 +18.79475 DR7
189.7743000 +18.7773431 Sloan 189.77430 +18.77734 DR7
191.1303500 +18.7267800 Sloan 191.13035 +18.72678 DR7
191.3176400 +18.7047831 Sloan 191.31764 +18.70478 DR7
192.0555300 +18.6285319 Sloan 192.05553 +18.62853 DR7
194.0791900 +18.6197531 Sloan 194.07919 +18.61975 DR7
196.9336400 +18.5057631 Sloan 196.93364 +18.50576 DR7
196.9001500 +18.5267800 Sloan 196.90015 +18.52678 DR7
179.4866900 +19.2052919 Sloan 179.48669 +19.20529 DR7
183.7797300 +19.3274431 Sloan 183.77973 +19.32744 DR7
185.2582000 +19.2259631 Sloan 185.25820 +19.22596 DR7
185.2886000 +19.2172731 Sloan 185.28860 +19.21727 DR7
187.0793200 +19.2204200 Sloan 187.07932 +19.22042 DR7
187.0381300 +19.2878150 Sloan 187.03813 +19.28781 DR7
188.7754800 +19.2690839 Sloan 188.77548 +19.26908 DR7
189.2100300 +19.1219131 Sloan 189.21003 +19.12191 DR7
190.9959100 +19.1128881 Sloan 190.99591 +19.11289 DR7
195.7387800 +18.9966711 Sloan 195.73878 +18.99667 DR7
196.0387100 +18.9302100 Sloan 196.03871 +18.93021 DR7
196.4562200 +18.8239039 Sloan 196.45622 +18.82390 DR7
198.0186400 +18.7233550 Sloan 198.01864 +18.72335 DR7
202.1828900 +18.4353111 Sloan 202.18289 +18.43531 DR7
202.3983100 +18.4194711 Sloan 202.39831 +18.41947 DR7
202.4815700 +18.4243400 Sloan 202.48157 +18.42434 DR7
202.6308900 +18.4664269 Sloan 202.63089 +18.46643 DR7
202.6518400 +18.3543069 Sloan 202.65184 +18.35431 DR7
211.2818100 +17.3229489 Sloan 211.28181 +17.32295 DR7
215.8055500 +16.5872111 Sloan 215.80555 +16.58721 DR7
217.2611500 +16.4082661 Sloan 217.26115 +16.40827 DR7
218.6346900 +16.0650089 Sloan 218.63469 +16.06501 DR7
219.6433600 +15.8790139 Sloan 219.64336 +15.87901 DR7
220.0768300 +15.7542639 Sloan 220.07683 +15.75426 DR7
226.2354700 +14.5798411 Sloan 226.23547 +14.57984 DR7
227.8671200 +14.1981231 Sloan 227.86712 +14.19812 DR7
232.5489200 +13.1063000 Sloan 232.54892 +13.10630 DR7
179.5447300 +19.5672500 Sloan 179.54473 +19.56725 DR7
180.2914900 +19.6839531 Sloan 180.29149 +19.68395 DR7
182.9725900 +19.6731331 Sloan 182.97259 +19.67313 DR7
186.8100300 +19.5857150 Sloan 186.81003 +19.58571 DR7
189.0452000 +19.7054719 Sloan 189.04520 +19.70547 DR7
189.6897900 +19.7164950 Sloan 189.68979 +19.71649 DR7
191.1864200 +19.5065269 Sloan 191.18642 +19.50653 DR7
192.9541200 +19.4573461 Sloan 192.95412 +19.45735 DR7
193.4911400 +19.5538931 Sloan 193.49114 +19.55389 DR7
196.6572000 +19.3701000 Sloan 196.65720 +19.37010 DR7
196.7693900 +19.3531500 Sloan 196.76939 +19.35315 DR7
199.7526400 +19.0591800 Sloan 199.75264 +19.05918 DR7
201.0330000 +19.0235861 Sloan 201.03300 +19.02359 DR7
201.1773100 +18.9312019 Sloan 201.17731 +18.93120 DR7
202.3370000 +18.7490019 Sloan 202.33700 +18.74900 DR7
204.2210800 +18.6237500 Sloan 204.22108 +18.62375 DR7
207.6287200 +18.3380850 Sloan 207.62872 +18.33808 DR7
207.9681600 +18.2218469 Sloan 207.96816 +18.22185 DR7
209.1654300 +18.1216969 Sloan 209.16543 +18.12170 DR7
209.1818000 +18.0140439 Sloan 209.18180 +18.01404 DR7
209.4284200 +18.1156539 Sloan 209.42842 +18.11565 DR7
209.4952000 +18.0874919 Sloan 209.49520 +18.08749 DR7
210.5762600 +17.7907831 Sloan 210.57626 +17.79078 DR7
210.6682400 +17.7563181 Sloan 210.66824 +17.75632 DR7
210.6235900 +17.7672961 Sloan 210.62359 +17.76730 DR7
214.9012500 +17.2450100 Sloan 214.90125 +17.24501 DR7
224.7567600 +15.2282861 Sloan 224.75676 +15.22829 DR7
225.0897400 +15.1872100 Sloan 225.08974 +15.18721 DR7
225.0302700 +15.3354069 Sloan 225.03027 +15.33541 DR7
226.7791100 +14.9158489 Sloan 226.77911 +14.91585 DR7
227.8716400 +14.6608961 Sloan 227.87164 +14.66090 DR7
229.7280400 +14.2030631 Sloan 229.72804 +14.20306 DR7
231.4898600 +13.8301311 Sloan 231.48986 +13.83013 DR7
178.2240800 +20.0381781 Sloan 178.22408 +20.03818 DR7
179.6316400 +20.0836739 Sloan 179.63164 +20.08367 DR7
180.0923600 +20.0457131 Sloan 180.09236 +20.04571 DR7
182.7918500 +20.1470461 Sloan 182.79185 +20.14705 DR7
184.6520300 +20.1641119 Sloan 184.65203 +20.16411 DR7
185.3090200 +20.1502511 Sloan 185.30902 +20.15025 DR7
185.8746200 +20.0765481 Sloan 185.87462 +20.07655 DR7
187.7540100 +19.9972889 Sloan 187.75401 +19.99729 DR7
191.9303700 +19.9559500 Sloan 191.93037 +19.95595 DR7
194.4673900 +19.9267650 Sloan 194.46739 +19.92676 DR7
196.9933200 +19.6429689 Sloan 196.99332 +19.64297 DR7
197.4564300 +19.6467111 Sloan 197.45643 +19.64671 DR7
198.3810900 +19.5206461 Sloan 198.38109 +19.52065 DR7
200.0539100 +19.4355419 Sloan 200.05391 +19.43554 DR7
200.2820600 +19.5320100 Sloan 200.28206 +19.53201 DR7
200.5582300 +19.4122039 Sloan 200.55823 +19.41220 DR7
200.6134600 +19.3527300 Sloan 200.61346 +19.35273 DR7
201.4929200 +19.3518619 Sloan 201.49292 +19.35186 DR7
202.1832700 +19.3487839 Sloan 202.18327 +19.34878 DR7
203.6189400 +19.0937289 Sloan 203.61894 +19.09373 DR7
209.0213400 +18.4019381 Sloan 209.02134 +18.40194 DR7
211.0546000 +18.2120739 Sloan 211.05460 +18.21207 DR7
211.1969300 +18.1136500 Sloan 211.19693 +18.11365 DR7
213.7328700 +17.7720481 Sloan 213.73287 +17.77205 DR7
220.4535500 +16.6127431 Sloan 220.45355 +16.61274 DR7
180.0036900 +20.4633161 Sloan 180.00369 +20.46332 DR7
181.7828000 +20.4346819 Sloan 181.78280 +20.43468 DR7
182.5805300 +20.4624650 Sloan 182.58053 +20.46246 DR7
183.3209800 +20.5326550 Sloan 183.32098 +20.53265 DR7
183.6601400 +20.5524581 Sloan 183.66014 +20.55246 DR7
184.5558700 +20.5847289 Sloan 184.55587 +20.58473 DR7
185.6620700 +20.5490511 Sloan 185.66207 +20.54905 DR7
188.4266500 +20.4441919 Sloan 188.42665 +20.44419 DR7
190.7700100 +20.4181350 Sloan 190.77001 +20.41813 DR7
191.1718800 +20.4724400 Sloan 191.17188 +20.47244 DR7
196.1800800 +20.2610631 Sloan 196.18008 +20.26106 DR7
201.3092100 +19.6829639 Sloan 201.30921 +19.68296 DR7
202.2256200 +19.7459300 Sloan 202.22562 +19.74593 DR7
211.9684000 +18.5293269 Sloan 211.96840 +18.52933 DR7
215.0582700 +17.9863219 Sloan 215.05827 +17.98632 DR7
225.2929400 +15.9918081 Sloan 225.29294 +15.99181 DR7
228.6205200 +15.3719331 Sloan 228.62052 +15.37193 DR7
228.6472000 +15.2983219 Sloan 228.64720 +15.29832 DR7
228.6698300 +15.1910850 Sloan 228.66983 +15.19108 DR7
232.0061200 +14.4848869 Sloan 232.00612 +14.48489 DR7
232.5378600 +14.3201539 Sloan 232.53786 +14.32015 DR7
177.9122500 +20.4590650 Sloan 177.91225 +20.45906 DR7
177.8954500 +20.3277639 Sloan 177.89545 +20.32776 DR7
178.7355300 +20.7782611 Sloan 178.73553 +20.77826 DR7
181.6082500 +21.0145339 Sloan 181.60825 +21.01453 DR7
182.0258600 +20.8244211 Sloan 182.02586 +20.82442 DR7
186.1143700 +20.8500419 Sloan 186.11437 +20.85004 DR7
188.6841100 +20.8394031 Sloan 188.68411 +20.83940 DR7
191.0610900 +20.7463331 Sloan 191.06109 +20.74633 DR7
191.2804000 +20.7677681 Sloan 191.28040 +20.76777 DR7
193.6363500 +20.6640100 Sloan 193.63635 +20.66401 DR7
195.3149300 +20.5688911 Sloan 195.31493 +20.56889 DR7
196.2815000 +20.5216761 Sloan 196.28150 +20.52168 DR7
196.7758100 +20.4850881 Sloan 196.77581 +20.48509 DR7
200.2603600 +20.2806989 Sloan 200.26036 +20.28070 DR7
203.2440200 +19.9376881 Sloan 203.24402 +19.93769 DR7
203.3080500 +19.9887489 Sloan 203.30805 +19.98875 DR7
211.1385500 +19.1325931 Sloan 211.13855 +19.13259 DR7
213.3469500 +18.6290150 Sloan 213.34695 +18.62901 DR7
214.6382900 +18.4744019 Sloan 214.63829 +18.47440 DR7
223.8213500 +16.7509131 Sloan 223.82135 +16.75091 DR7
227.4949700 +15.8943269 Sloan 227.49497 +15.89433 DR7
237.5057300 +11.7372681 Sloan 237.50573 +11.73727 DR7
237.4975700 +11.7081389 Sloan 237.49757 +11.70814 DR7
234.7697800 +12.9445331 Sloan 234.76978 +12.94453 DR7
235.4938500 +12.6978069 Sloan 235.49385 +12.69781 DR7
236.1452100 +12.5763111 Sloan 236.14521 +12.57631 DR7
237.7465600 +12.1378189 Sloan 237.74656 +12.13782 DR7
241.3476600 +11.0500831 Sloan 241.34766 +11.05008 DR7
243.6134400 +10.4789539 Sloan 243.61344 +10.47895 DR7
237.8733400 +12.4696631 Sloan 237.87334 +12.46966 DR7
241.1517500 +11.9923331 Sloan 241.15175 +11.99233 DR7
243.0468700 +11.4283789 Sloan 243.04687 +11.42838 DR7
243.2062700 +11.4455269 Sloan 243.20627 +11.44553 DR7
246.3404700 +10.4247700 Sloan 246.34047 +10.42477 DR7
156.9198800 +16.7327281 Sloan 156.91988 +16.73273 DR7
157.7948900 +16.8679569 Sloan 157.79489 +16.86796 DR7
158.0047200 +16.8615661 Sloan 158.00472 +16.86157 DR7
150.3881500 +15.9213750 Sloan 150.38815 +15.92137 DR7
150.5852400 +15.8755469 Sloan 150.58524 +15.87555 DR7
156.3436300 +17.0404700 Sloan 156.34363 +17.04047 DR7
157.6375200 +17.1046761 Sloan 157.63752 +17.10468 DR7
158.4666400 +17.3918250 Sloan 158.46664 +17.39182 DR7
150.0947000 +16.2911161 Sloan 150.09470 +16.29112 DR7
156.4377100 +17.4407881 Sloan 156.43771 +17.44079 DR7
156.9828600 +17.5013619 Sloan 156.98286 +17.50136 DR7
158.5912900 +17.7332331 Sloan 158.59129 +17.73323 DR7
158.6032000 +17.7862839 Sloan 158.60320 +17.78628 DR7
153.7060100 +17.2990531 Sloan 153.70601 +17.29905 DR7
151.9392300 +17.5270769 Sloan 151.93923 +17.52708 DR7
151.9794800 +17.5223819 Sloan 151.97948 +17.52238 DR7
152.6286400 +17.6345219 Sloan 152.62864 +17.63452 DR7
159.3624700 +18.5930261 Sloan 159.36247 +18.59303 DR7
160.1715800 +18.8476800 Sloan 160.17158 +18.84768 DR7
151.3745500 +17.7912611 Sloan 151.37455 +17.79126 DR7
156.6869600 +18.6808981 Sloan 156.68696 +18.68090 DR7
157.6588700 +18.9459811 Sloan 157.65887 +18.94598 DR7
159.6924700 +19.2670239 Sloan 159.69247 +19.26702 DR7
170.5555100 +18.5427281 Sloan 170.55551 +18.54273 DR7
176.2312600 +18.7430561 Sloan 176.23126 +18.74306 DR7
177.4479000 +18.9598989 Sloan 177.44790 +18.95990 DR7
179.0876200 +19.0210111 Sloan 179.08762 +19.02101 DR7
182.9392700 +18.9447331 Sloan 182.93927 +18.94473 DR7
185.3790300 +19.0335869 Sloan 185.37903 +19.03359 DR7
186.4473800 +18.9784381 Sloan 186.44738 +18.97844 DR7
186.9829300 +19.0867611 Sloan 186.98293 +19.08676 DR7
189.0007200 +18.9438161 Sloan 189.00072 +18.94382 DR7
189.3678100 +18.9122050 Sloan 189.36781 +18.91220 DR7
190.6394200 +18.9883050 Sloan 190.63942 +18.98830 DR7
190.8246900 +19.0135281 Sloan 190.82469 +19.01353 DR7
191.7726400 +18.8970169 Sloan 191.77264 +18.89702 DR7
197.3768800 +18.6474039 Sloan 197.37688 +18.64740 DR7
176.3193300 +19.2342511 Sloan 176.31933 +19.23425 DR7
179.0280700 +19.3052531 Sloan 179.02807 +19.30525 DR7
179.1550900 +19.3223589 Sloan 179.15509 +19.32236 DR7
179.2478700 +19.4704761 Sloan 179.24787 +19.47048 DR7
184.9676800 +19.3925881 Sloan 184.96768 +19.39259 DR7
187.2262700 +19.4317889 Sloan 187.22627 +19.43179 DR7
187.8549600 +19.5268481 Sloan 187.85496 +19.52685 DR7
188.3196700 +19.4806439 Sloan 188.31967 +19.48064 DR7
188.2827500 +19.4662239 Sloan 188.28275 +19.46622 DR7
190.5425600 +19.4376561 Sloan 190.54256 +19.43766 DR7
192.2873400 +19.3823650 Sloan 192.28734 +19.38236 DR7
195.6199200 +19.2292069 Sloan 195.61992 +19.22921 DR7
196.0092100 +19.0479381 Sloan 196.00921 +19.04794 DR7
196.6604700 +19.0725081 Sloan 196.66047 +19.07251 DR7
197.4531400 +18.9855050 Sloan 197.45314 +18.98550 DR7
171.3678700 +19.2973831 Sloan 171.36787 +19.29738 DR7
174.0466700 +19.5782269 Sloan 174.04667 +19.57823 DR7
175.5290400 +19.6889111 Sloan 175.52904 +19.68891 DR7
177.6045900 +19.7432761 Sloan 177.60459 +19.74328 DR7
177.6485400 +19.7288089 Sloan 177.64854 +19.72881 DR7
178.6835100 +19.7708219 Sloan 178.68351 +19.77082 DR7
179.3231400 +19.8094489 Sloan 179.32314 +19.80945 DR7
182.7980100 +19.7971289 Sloan 182.79801 +19.79713 DR7
184.9038400 +19.9629081 Sloan 184.90384 +19.96291 DR7
185.6745700 +19.7946439 Sloan 185.67457 +19.79464 DR7
185.9908600 +19.9351819 Sloan 185.99086 +19.93518 DR7
186.6062100 +19.9336331 Sloan 186.60621 +19.93363 DR7
186.6364600 +19.7952519 Sloan 186.63646 +19.79525 DR7
186.6769400 +19.8406919 Sloan 186.67694 +19.84069 DR7
190.4456100 +19.7726119 Sloan 190.44561 +19.77261 DR7
191.5577700 +19.8014589 Sloan 191.55777 +19.80146 DR7
194.5224000 +19.6521919 Sloan 194.52240 +19.65219 DR7
195.1398900 +19.5158481 Sloan 195.13989 +19.51585 DR7
196.8413900 +19.5608831 Sloan 196.84139 +19.56088 DR7
197.1356000 +19.5244150 Sloan 197.13560 +19.52441 DR7
197.7080600 +19.4570339 Sloan 197.70806 +19.45703 DR7
197.8227300 +19.3795269 Sloan 197.82273 +19.37953 DR7
170.7826700 +19.7435961 Sloan 170.78267 +19.74360 DR7
171.9448600 +19.8493050 Sloan 171.94486 +19.84930 DR7
173.4587000 +19.8901739 Sloan 173.45870 +19.89017 DR7
173.5385300 +19.8886650 Sloan 173.53853 +19.88866 DR7
176.6280800 +20.0298031 Sloan 176.62808 +20.02980 DR7
178.4396900 +20.2574739 Sloan 178.43969 +20.25747 DR7
180.2020400 +20.3359231 Sloan 180.20204 +20.33592 DR7
181.6148400 +20.2592619 Sloan 181.61484 +20.25926 DR7
185.0085400 +20.3628581 Sloan 185.00854 +20.36286 DR7
185.8118200 +20.2418489 Sloan 185.81182 +20.24185 DR7
186.0725000 +20.3152269 Sloan 186.07250 +20.31523 DR7
186.2089000 +20.3229161 Sloan 186.20890 +20.32292 DR7
186.3683600 +20.3444911 Sloan 186.36836 +20.34449 DR7
189.9473500 +20.2804631 Sloan 189.94735 +20.28046 DR7
190.4076100 +20.3147650 Sloan 190.40761 +20.31476 DR7
191.4384300 +20.1283381 Sloan 191.43843 +20.12834 DR7
192.3675500 +20.2295611 Sloan 192.36755 +20.22956 DR7
168.1038200 +20.0394361 Sloan 168.10382 +20.03944 DR7
172.9068900 +20.2867339 Sloan 172.90689 +20.28673 DR7
173.6447000 +20.4711911 Sloan 173.64470 +20.47119 DR7
177.2312200 +20.5332050 Sloan 177.23122 +20.53320 DR7
178.6994500 +20.5503081 Sloan 178.69945 +20.55031 DR7
180.2788200 +20.5770161 Sloan 180.27882 +20.57702 DR7
181.8510800 +20.7737550 Sloan 181.85108 +20.77375 DR7
185.1302600 +20.7997939 Sloan 185.13026 +20.79979 DR7
186.0738300 +20.6845661 Sloan 186.07383 +20.68457 DR7
188.4719800 +20.6739700 Sloan 188.47198 +20.67397 DR7
189.8441600 +20.6385850 Sloan 189.84416 +20.63858 DR7
189.8664600 +20.6148319 Sloan 189.86646 +20.61483 DR7
190.0669500 +20.5750350 Sloan 190.06695 +20.57503 DR7
190.1613900 +20.5991519 Sloan 190.16139 +20.59915 DR7
190.2649400 +20.6619811 Sloan 190.26494 +20.66198 DR7
190.8003400 +20.5975700 Sloan 190.80034 +20.59757 DR7
192.0226900 +20.6103650 Sloan 192.02269 +20.61036 DR7
194.0063300 +20.4462281 Sloan 194.00633 +20.44623 DR7
195.1971500 +20.3918331 Sloan 195.19715 +20.39183 DR7
195.7749800 +20.5067031 Sloan 195.77498 +20.50670 DR7
196.0465000 +20.3545261 Sloan 196.04650 +20.35453 DR7
169.4084200 +20.4638500 Sloan 169.40842 +20.46385 DR7
169.5754100 +20.5310019 Sloan 169.57541 +20.53100 DR7
176.8968200 +20.8718531 Sloan 176.89682 +20.87185 DR7
177.7582700 +20.9457269 Sloan 177.75827 +20.94573 DR7
178.2193100 +21.0219111 Sloan 178.21931 +21.02191 DR7
179.4440200 +21.1068919 Sloan 179.44402 +21.10689 DR7
186.3588400 +21.1830789 Sloan 186.35884 +21.18308 DR7
188.4709600 +21.1296050 Sloan 188.47096 +21.12960 DR7
189.2996200 +21.0929661 Sloan 189.29962 +21.09297 DR7
121.9934900 +10.1006439 Sloan 121.99349 +10.10064 DR7
126.4705700 +11.7032489 Sloan 126.47057 +11.70325 DR7
130.4449100 +12.8797650 Sloan 130.44491 +12.87976 DR7
120.7666900 +10.1476350 Sloan 120.76669 +10.14763 DR7
120.9249600 +10.0993011 Sloan 120.92496 +10.09930 DR7
124.8343600 +11.4409781 Sloan 124.83436 +11.44098 DR7
131.4468100 +13.6486400 Sloan 131.44681 +13.64864 DR7
120.5301200 +10.3767450 Sloan 120.53012 +10.37674 DR7
125.0822000 +12.0590450 Sloan 125.08220 +12.05904 DR7
128.4417200 +13.1502581 Sloan 128.44172 +13.15026 DR7
129.4996600 +13.8708981 Sloan 129.49966 +13.87090 DR7
133.1507500 +13.8377569 Sloan 133.15075 +13.83776 DR7
145.8400000 +17.2594319 Sloan 145.84000 +17.25943 DR7
133.0677900 +14.1783669 Sloan 133.06779 +14.17837 DR7
141.3320900 +16.6067669 Sloan 141.33209 +16.60677 DR7
141.3704200 +16.5047561 Sloan 141.37042 +16.50476 DR7
142.6793400 +16.8253789 Sloan 142.67934 +16.82538 DR7
147.5147300 +18.1163700 Sloan 147.51473 +18.11637 DR7
132.6801800 +14.4444350 Sloan 132.68018 +14.44443 DR7
133.1682500 +14.6401469 Sloan 133.16825 +14.64015 DR7
147.4350100 +18.4091250 Sloan 147.43501 +18.40912 DR7
144.6561000 +18.2062150 Sloan 144.65610 +18.20621 DR7
130.2642900 +12.7013261 Sloan 130.26429 +12.70133 DR7
135.6900200 +14.3898639 Sloan 135.69002 +14.38986 DR7
139.4140100 +15.3925431 Sloan 139.41401 +15.39254 DR7
141.3116300 +15.9420311 Sloan 141.31163 +15.94203 DR7
146.8218800 +17.3240711 Sloan 146.82188 +17.32407 DR7
124.6405300 +11.3047350 Sloan 124.64053 +11.30473 DR7
124.6018200 +11.2674511 Sloan 124.60182 +11.26745 DR7
125.6909500 +11.5811789 Sloan 125.69095 +11.58118 DR7
127.3074000 +12.0417189 Sloan 127.30740 +12.04172 DR7
128.8106200 +12.7165969 Sloan 128.81062 +12.71660 DR7
131.8683000 +13.5709361 Sloan 131.86830 +13.57094 DR7
132.7225400 +13.8160369 Sloan 132.72254 +13.81604 DR7
134.2179800 +14.3253761 Sloan 134.21798 +14.32538 DR7
136.6146600 +14.9527019 Sloan 136.61466 +14.95270 DR7
136.8629700 +15.1050689 Sloan 136.86297 +15.10507 DR7
137.0802300 +15.1718019 Sloan 137.08023 +15.17180 DR7
138.4074700 +15.4783819 Sloan 138.40747 +15.47838 DR7
143.6852100 +16.8741869 Sloan 143.68521 +16.87419 DR7
147.8049500 +18.0287611 Sloan 147.80495 +18.02876 DR7
148.0400000 +18.0068039 Sloan 148.04000 +18.00680 DR7
148.8081400 +18.2090400 Sloan 148.80814 +18.20904 DR7
120.7417600 +10.1995619 Sloan 120.74176 +10.19956 DR7
128.4160000 +12.8520989 Sloan 128.41600 +12.85210 DR7
128.5011400 +12.8921181 Sloan 128.50114 +12.89212 DR7
131.5454800 +13.8670919 Sloan 131.54548 +13.86709 DR7
133.1278500 +14.4962250 Sloan 133.12785 +14.49622 DR7
135.0170600 +15.0878689 Sloan 135.01706 +15.08787 DR7
135.6798400 +15.2023950 Sloan 135.67984 +15.20239 DR7
139.9604500 +16.4547469 Sloan 139.96045 +16.45475 DR7
140.5788100 +16.6530211 Sloan 140.57881 +16.65302 DR7
144.6871100 +17.7201019 Sloan 144.68711 +17.72010 DR7
144.7479400 +17.7264461 Sloan 144.74794 +17.72645 DR7
148.5346900 +18.4431561 Sloan 148.53469 +18.44316 DR7
120.4854500 +10.6491600 Sloan 120.48545 +10.64916 DR7
123.3867200 +11.5884489 Sloan 123.38672 +11.58845 DR7
124.0621400 +11.9270231 Sloan 124.06214 +11.92702 DR7
128.9363500 +13.6394931 Sloan 128.93635 +13.63949 DR7
