sloan_ra sloan_dec sloan dr7_ra dr7_dec dr7
170.0713700 +52.2470181 Sloan 170.07137 +52.24702 DR7
176.4393700 +52.8911139 Sloan 176.43937 +52.89111 DR7
181.0577200 +53.2571750 Sloan 181.05772 +53.25717 DR7
181.7119100 +53.2234989 Sloan 181.71191 +53.22350 DR7
150.7672200 +48.4002831 Sloan 150.76722 +48.40028 DR7
198.3191300 +52.8154000 Sloan 198.31913 +52.81540 DR7
166.2753400 +49.8279411 Sloan 166.27534 +49.82794 DR7
119.8188700 +28.2006450 Sloan 119.81887 +28.20064 DR7
119.7920200 +28.1798100 Sloan 119.79202 +28.17981 DR7
162.9559200 +50.0542011 Sloan 162.95592 +50.05420 DR7
184.2145700 +52.2822569 Sloan 184.21457 +52.28226 DR7
193.4792900 +51.8089261 Sloan 193.47929 +51.80893 DR7
118.5988300 +27.7683911 Sloan 118.59883 +27.76839 DR7
162.3664200 +50.3785181 Sloan 162.36642 +50.37852 DR7
176.4886200 +52.3587831 Sloan 176.48862 +52.35878 DR7
164.3725800 +51.1111161 Sloan 164.37258 +51.11112 DR7
164.4140900 +51.0967150 Sloan 164.41409 +51.09671 DR7
168.1029400 +51.9038250 Sloan 168.10294 +51.90382 DR7
178.6127000 +52.7891611 Sloan 178.61270 +52.78916 DR7
188.9808000 +53.4119619 Sloan 188.98080 +53.41196 DR7
194.2061900 +53.1955169 Sloan 194.20619 +53.19552 DR7
209.1962400 +49.0822419 Sloan 209.19624 +49.08224 DR7
206.9056800 +50.1859800 Sloan 206.90568 +50.18598 DR7
208.9492200 +49.6506531 Sloan 208.94922 +49.65065 DR7
209.5022900 +49.5751031 Sloan 209.50229 +49.57510 DR7
198.7718300 +51.8173919 Sloan 198.77183 +51.81739 DR7
201.9018000 +51.3619950 Sloan 201.90180 +51.36199 DR7
203.4060900 +51.1711739 Sloan 203.40609 +51.17117 DR7
202.9388600 +51.5753400 Sloan 202.93886 +51.57534 DR7
201.0404000 +52.2738681 Sloan 201.04040 +52.27387 DR7
219.3855800 +48.0646039 Sloan 219.38558 +48.06460 DR7
207.5548100 +49.3938581 Sloan 207.55481 +49.39386 DR7
199.4468100 +50.9822831 Sloan 199.44681 +50.98228 DR7
203.1338000 +50.5479831 Sloan 203.13380 +50.54798 DR7
203.2170700 +50.5261261 Sloan 203.21707 +50.52613 DR7
203.2019600 +50.4685269 Sloan 203.20196 +50.46853 DR7
222.1497700 +45.3802719 Sloan 222.14977 +45.38027 DR7
231.8146800 +41.1089811 Sloan 231.81468 +41.10898 DR7
250.6610200 +27.4437119 Sloan 250.66102 +27.44371 DR7
200.2153000 +51.3608450 Sloan 200.21530 +51.36084 DR7
208.8445600 +49.8185700 Sloan 208.84456 +49.81857 DR7
230.0275500 +42.5593950 Sloan 230.02755 +42.55939 DR7
199.3516700 +52.0147061 Sloan 199.35167 +52.01471 DR7
228.8136200 +43.6674950 Sloan 228.81362 +43.66749 DR7
230.6973200 +42.5946281 Sloan 230.69732 +42.59463 DR7
241.7297500 +36.5985400 Sloan 241.72975 +36.59854 DR7
234.4716600 +39.4149569 Sloan 234.47166 +39.41496 DR7
243.5517100 +34.4231119 Sloan 243.55171 +34.42311 DR7
231.0184900 +43.3777700 Sloan 231.01849 +43.37777 DR7
121.2740900 +31.3577519 Sloan 121.27409 +31.35775 DR7
145.7394400 +46.9804961 Sloan 145.73944 +46.98050 DR7
127.4648200 +36.9930139 Sloan 127.46482 +36.99301 DR7
127.3775300 +37.0286269 Sloan 127.37753 +37.02863 DR7
121.4006800 +32.4627411 Sloan 121.40068 +32.46274 DR7
126.5304100 +36.7940469 Sloan 126.53041 +36.79405 DR7
127.0821200 +37.3646169 Sloan 127.08212 +37.36462 DR7
132.9370500 +42.4115539 Sloan 132.93705 +42.41155 DR7
138.7953800 +45.8879461 Sloan 138.79538 +45.88795 DR7
139.0512300 +43.5170039 Sloan 139.05123 +43.51700 DR7
144.2695400 +46.0776450 Sloan 144.26954 +46.07764 DR7
127.8790400 +37.1580789 Sloan 127.87904 +37.15808 DR7
133.4785400 +41.5043831 Sloan 133.47854 +41.50438 DR7
127.4372200 +38.4651231 Sloan 127.43722 +38.46512 DR7
117.6808600 +27.8127181 Sloan 117.68086 +27.81272 DR7
119.0555400 +30.2323111 Sloan 119.05554 +30.23231 DR7
119.0713300 +30.3063231 Sloan 119.07133 +30.30632 DR7
119.0889300 +30.2838189 Sloan 119.08893 +30.28382 DR7
117.8133700 +29.9697700 Sloan 117.81337 +29.96977 DR7
155.6185000 +50.1055089 Sloan 155.61850 +50.10551 DR7
168.4071700 +52.9423269 Sloan 168.40717 +52.94233 DR7
189.5987300 +53.8886581 Sloan 189.59873 +53.88866 DR7
154.0829300 +50.1746150 Sloan 154.08293 +50.17461 DR7
168.8118900 +53.3317581 Sloan 168.81189 +53.33176 DR7
182.9411300 +54.4559519 Sloan 182.94113 +54.45595 DR7
161.5443700 +52.4773750 Sloan 161.54437 +52.47737 DR7
163.4419900 +52.9434861 Sloan 163.44199 +52.94349 DR7
173.1745000 +54.2194689 Sloan 173.17450 +54.21947 DR7
156.6937400 +51.9123339 Sloan 156.69374 +51.91233 DR7
159.5060700 +52.6143169 Sloan 159.50607 +52.61432 DR7
170.5980100 +54.8427111 Sloan 170.59801 +54.84271 DR7
177.7045200 +55.4543489 Sloan 177.70452 +55.45435 DR7
180.6543800 +55.6886861 Sloan 180.65438 +55.68869 DR7
165.1743100 +54.4386350 Sloan 165.17431 +54.43863 DR7
178.4091800 +55.8967169 Sloan 178.40918 +55.89672 DR7
197.1534300 +53.1464939 Sloan 197.15343 +53.14649 DR7
151.1051000 +48.9122711 Sloan 151.10510 +48.91227 DR7
186.2112200 +54.3245950 Sloan 186.21122 +54.32459 DR7
186.1294400 +54.2119981 Sloan 186.12944 +54.21200 DR7
197.1366600 +53.7046981 Sloan 197.13666 +53.70470 DR7
207.8456200 +52.0683881 Sloan 207.84562 +52.06839 DR7
153.6002800 +50.3055631 Sloan 153.60028 +50.30556 DR7
156.3969100 +51.0984331 Sloan 156.39691 +51.09843 DR7
162.3215600 +52.4654400 Sloan 162.32156 +52.46544 DR7
164.2380700 +53.2777939 Sloan 164.23807 +53.27779 DR7
201.7647200 +53.8310961 Sloan 201.76472 +53.83110 DR7
161.6627200 +53.2814911 Sloan 161.66272 +53.28149 DR7
187.9806200 +55.4406461 Sloan 187.98062 +55.44065 DR7
196.4326000 +54.8543981 Sloan 196.43260 +54.85440 DR7
231.4855000 +44.1613211 Sloan 231.48550 +44.16132 DR7
231.7432300 +44.0685119 Sloan 231.74323 +44.06851 DR7
250.8471200 +29.9505931 Sloan 250.84712 +29.95059 DR7
252.9741900 +27.8102389 Sloan 252.97419 +27.81024 DR7
246.1835100 +34.7739550 Sloan 246.18351 +34.77395 DR7
248.6357900 +33.1565050 Sloan 248.63579 +33.15650 DR7
217.7933200 +51.3090200 Sloan 217.79332 +51.30902 DR7
219.4377700 +48.5900119 Sloan 219.43777 +48.59001 DR7
232.1700200 +42.9382339 Sloan 232.17002 +42.93823 DR7
205.6324900 +52.7397450 Sloan 205.63249 +52.73974 DR7
233.1656300 +43.0578011 Sloan 233.16563 +43.05780 DR7
241.2536600 +37.5861181 Sloan 241.25366 +37.58612 DR7
201.8505500 +53.7822881 Sloan 201.85055 +53.78229 DR7
225.2831800 +47.2766269 Sloan 225.28318 +47.27663 DR7
241.6196500 +38.0293900 Sloan 241.61965 +38.02939 DR7
201.4894100 +54.0798689 Sloan 201.48941 +54.07987 DR7
203.3413200 +53.9335969 Sloan 203.34132 +53.93360 DR7
203.9174700 +53.8726611 Sloan 203.91747 +53.87266 DR7
239.9056400 +39.8227481 Sloan 239.90564 +39.82275 DR7
217.4122600 +51.2290150 Sloan 217.41226 +51.22901 DR7
246.2561200 +35.5507100 Sloan 246.25612 +35.55071 DR7
206.2462300 +54.2062811 Sloan 206.24623 +54.20628 DR7
246.6496600 +34.0638361 Sloan 246.64966 +34.06384 DR7
247.6622700 +33.5849489 Sloan 247.66227 +33.58495 DR7
254.9105800 +26.5229439 Sloan 254.91058 +26.52294 DR7
255.2570000 +26.7960050 Sloan 255.25700 +26.79600 DR7
126.8032700 +38.3335611 Sloan 126.80327 +38.33356 DR7
128.6781700 +40.8670219 Sloan 128.67817 +40.86702 DR7
120.2726300 +34.8280611 Sloan 120.27263 +34.82806 DR7
126.5240300 +40.2919839 Sloan 126.52403 +40.29198 DR7
124.1421300 +36.3246111 Sloan 124.14213 +36.32461 DR7
130.9216700 +42.0904161 Sloan 130.92167 +42.09042 DR7
125.7820300 +39.4429989 Sloan 125.78203 +39.44300 DR7
139.2817100 +48.1772119 Sloan 139.28171 +48.17721 DR7
137.5367000 +47.9532550 Sloan 137.53670 +47.95325 DR7
137.8953300 +48.0082250 Sloan 137.89533 +48.00822 DR7
138.8527600 +46.6205100 Sloan 138.85276 +46.62051 DR7
129.7090700 +42.1314011 Sloan 129.70907 +42.13140 DR7
129.7604300 +42.1310489 Sloan 129.76043 +42.13105 DR7
165.5265800 +54.8437639 Sloan 165.52658 +54.84376 DR7
158.9861400 +54.4368331 Sloan 158.98614 +54.43683 DR7
162.7424400 +55.5413661 Sloan 162.74244 +55.54137 DR7
158.1219400 +55.0677861 Sloan 158.12194 +55.06779 DR7
168.3101700 +56.9925161 Sloan 168.31017 +56.99252 DR7
163.4038800 +56.6632431 Sloan 163.40388 +56.66324 DR7
164.5986500 +56.7949361 Sloan 164.59865 +56.79494 DR7
116.2874900 +29.9419769 Sloan 116.28749 +29.94198 DR7
184.9214300 +56.6124531 Sloan 184.92143 +56.61245 DR7
175.2186000 +56.6185189 Sloan 175.21860 +56.61852 DR7
191.3276500 +56.7718400 Sloan 191.32765 +56.77184 DR7
163.1204400 +55.3856939 Sloan 163.12044 +55.38569 DR7
176.9912300 +57.1360869 Sloan 176.99123 +57.13609 DR7
185.0041800 +57.4626039 Sloan 185.00418 +57.46260 DR7
168.4492000 +56.7245761 Sloan 168.44920 +56.72458 DR7
183.6889700 +58.2738039 Sloan 183.68897 +58.27380 DR7
158.2067700 +54.3023011 Sloan 158.20677 +54.30230 DR7
153.1503300 +53.8845919 Sloan 153.15033 +53.88459 DR7
150.6282700 +53.6034961 Sloan 150.62827 +53.60350 DR7
243.7421700 +38.1324061 Sloan 243.74217 +38.13241 DR7
248.0338300 +35.0090681 Sloan 248.03383 +35.00907 DR7
249.8206300 +33.3627089 Sloan 249.82063 +33.36271 DR7
250.2319600 +32.8184231 Sloan 250.23196 +32.81842 DR7
244.1981200 +39.6269231 Sloan 244.19812 +39.62692 DR7
247.6168200 +36.6313189 Sloan 247.61682 +36.63132 DR7
226.9837800 +50.0129900 Sloan 226.98378 +50.01299 DR7
230.1448400 +46.6757839 Sloan 230.14484 +46.67578 DR7
235.5819000 +43.7578789 Sloan 235.58190 +43.75788 DR7
224.7637400 +49.7798050 Sloan 224.76374 +49.77980 DR7
224.9679200 +49.7480200 Sloan 224.96792 +49.74802 DR7
239.6909700 +41.5348300 Sloan 239.69097 +41.53483 DR7
243.6465800 +38.4299850 Sloan 243.64658 +38.42998 DR7
207.4000300 +55.3332069 Sloan 207.40003 +55.33321 DR7
208.3140300 +55.1134289 Sloan 208.31403 +55.11343 DR7
243.0036000 +39.5622050 Sloan 243.00360 +39.56220 DR7
246.7412100 +36.3653789 Sloan 246.74121 +36.36538 DR7
247.6509400 +35.6203481 Sloan 247.65094 +35.62035 DR7
251.0970300 +32.3535319 Sloan 251.09703 +32.35353 DR7
246.4314200 +37.9011300 Sloan 246.43142 +37.90113 DR7
201.2966500 +57.6003569 Sloan 201.29665 +57.60036 DR7
214.2963600 +55.0710369 Sloan 214.29636 +55.07104 DR7
182.3419700 +56.4212569 Sloan 182.34197 +56.42126 DR7
206.3243100 +54.4951431 Sloan 206.32431 +54.49514 DR7
213.2968100 +52.8468681 Sloan 213.29681 +52.84687 DR7
213.4744000 +53.2551000 Sloan 213.47440 +53.25510 DR7
217.1450500 +52.2184439 Sloan 217.14505 +52.21844 DR7
185.5075100 +57.1663789 Sloan 185.50751 +57.16638 DR7
197.9269200 +56.5433481 Sloan 197.92692 +56.54335 DR7
200.0529000 +56.1780869 Sloan 200.05290 +56.17809 DR7
206.3548500 +55.2809931 Sloan 206.35485 +55.28099 DR7
212.0580100 +54.4846419 Sloan 212.05801 +54.48464 DR7
212.9442100 +54.2178200 Sloan 212.94421 +54.21782 DR7
177.0949100 +58.1140981 Sloan 177.09491 +58.11410 DR7
208.9871800 +56.1398761 Sloan 208.98718 +56.13988 DR7
120.2367700 +36.0565589 Sloan 120.23677 +36.05656 DR7
123.7321400 +39.3998900 Sloan 123.73214 +39.39989 DR7
122.7936900 +38.1776339 Sloan 122.79369 +38.17763 DR7
129.0152300 +43.8544561 Sloan 129.01523 +43.85446 DR7
136.4399400 +48.8830231 Sloan 136.43994 +48.88302 DR7
132.6171600 +46.9400061 Sloan 132.61716 +46.94001 DR7
136.1352800 +49.6090761 Sloan 136.13528 +49.60908 DR7
144.3960900 +53.5194489 Sloan 144.39609 +53.51945 DR7
144.5819500 +52.0511281 Sloan 144.58195 +52.05113 DR7
138.1666300 +49.5657561 Sloan 138.16663 +49.56576 DR7
129.6729200 +44.8066919 Sloan 129.67292 +44.80669 DR7
134.5617900 +48.5093919 Sloan 134.56179 +48.50939 DR7
138.9182400 +50.7817231 Sloan 138.91824 +50.78172 DR7
139.4726200 +51.7270481 Sloan 139.47262 +51.72705 DR7
116.8834000 +33.7609831 Sloan 116.88340 +33.76098 DR7
114.6725200 +30.6739731 Sloan 114.67252 +30.67397 DR7
119.9800300 +36.8495100 Sloan 119.98003 +36.84951 DR7
116.2701100 +33.2156769 Sloan 116.27011 +33.21568 DR7
175.6032300 +58.5348169 Sloan 175.60323 +58.53482 DR7
202.5215400 +58.5786469 Sloan 202.52154 +58.57865 DR7
168.7367600 +59.4469619 Sloan 168.73676 +59.44696 DR7
175.8496500 +60.1269869 Sloan 175.84965 +60.12699 DR7
194.9230300 +60.0514369 Sloan 194.92303 +60.05144 DR7
203.6409200 +59.0914031 Sloan 203.64092 +59.09140 DR7
195.7442200 +60.5831969 Sloan 195.74422 +60.58320 DR7
204.0895100 +59.5698961 Sloan 204.08951 +59.56990 DR7
203.2111400 +57.6615711 Sloan 203.21114 +57.66157 DR7
191.8775100 +59.1997800 Sloan 191.87751 +59.19978 DR7
198.1535000 +58.7505581 Sloan 198.15350 +58.75056 DR7
182.6721000 +60.2983361 Sloan 182.67210 +60.29834 DR7
190.4134700 +60.2324911 Sloan 190.41347 +60.23249 DR7
201.4573700 +59.3302269 Sloan 201.45737 +59.33023 DR7
179.8701100 +60.6052481 Sloan 179.87011 +60.60525 DR7
207.2151400 +57.3614039 Sloan 207.21514 +57.36140 DR7
216.6076600 +56.4850139 Sloan 216.60766 +56.48501 DR7
218.5559100 +54.9879550 Sloan 218.55591 +54.98795 DR7
221.2231000 +54.1034039 Sloan 221.22310 +54.10340 DR7
223.3211600 +53.2901000 Sloan 223.32116 +53.29010 DR7
225.6103500 +52.3400889 Sloan 225.61035 +52.34009 DR7
226.6684100 +52.9165561 Sloan 226.66841 +52.91656 DR7
228.8130400 +50.1954931 Sloan 228.81304 +50.19549 DR7
234.1242500 +47.2647831 Sloan 234.12425 +47.26478 DR7
248.0536900 +36.7781700 Sloan 248.05369 +36.77817 DR7
224.7642300 +52.4204150 Sloan 224.76423 +52.42041 DR7
252.5929500 +32.4921800 Sloan 252.59295 +32.49218 DR7
230.6730000 +50.4186131 Sloan 230.67300 +50.41861 DR7
242.7140700 +42.6577869 Sloan 242.71407 +42.65779 DR7
220.6142700 +54.8833081 Sloan 220.61427 +54.88331 DR7
231.7856400 +50.3048369 Sloan 231.78564 +50.30484 DR7
246.8193600 +39.6914069 Sloan 246.81936 +39.69141 DR7
247.2353100 +39.5296681 Sloan 247.23531 +39.52967 DR7
221.5208700 +55.1031081 Sloan 221.52087 +55.10311 DR7
223.7650700 +54.3293261 Sloan 223.76507 +54.32933 DR7
247.1129900 +40.1740061 Sloan 247.11299 +40.17401 DR7
247.7008700 +39.4949261 Sloan 247.70087 +39.49493 DR7
242.3869400 +41.8791419 Sloan 242.38694 +41.87914 DR7
242.6022100 +41.7957400 Sloan 242.60221 +41.79574 DR7
244.8107100 +39.8270650 Sloan 244.81071 +39.82706 DR7
251.8137300 +33.0541981 Sloan 251.81373 +33.05420 DR7
249.4158200 +36.2766769 Sloan 249.41582 +36.27668 DR7
250.2310600 +35.3650319 Sloan 250.23106 +35.36503 DR7
250.3577000 +35.1968519 Sloan 250.35770 +35.19685 DR7
249.2689300 +37.1354550 Sloan 249.26893 +37.13545 DR7
249.6978700 +36.6341861 Sloan 249.69787 +36.63419 DR7
240.3842200 +45.1789531 Sloan 240.38422 +45.17895 DR7
175.6952200 +59.5236231 Sloan 175.69522 +59.52362 DR7
137.4028000 +51.5193750 Sloan 137.40280 +51.51937 DR7
139.2916800 +52.6238111 Sloan 139.29168 +52.62381 DR7
141.9427400 +53.9106611 Sloan 141.94274 +53.91066 DR7
135.2190700 +50.9396239 Sloan 135.21907 +50.93962 DR7
133.8718500 +50.8348669 Sloan 133.87185 +50.83487 DR7
137.3062900 +53.1553739 Sloan 137.30629 +53.15537 DR7
140.6214200 +54.9963761 Sloan 140.62142 +54.99638 DR7
134.1433100 +51.9595961 Sloan 134.14331 +51.95960 DR7
130.6295000 +47.8217519 Sloan 130.62950 +47.82175 DR7
140.6918100 +53.5960150 Sloan 140.69181 +53.59601 DR7
135.7593500 +52.2255881 Sloan 135.75935 +52.22559 DR7
136.9768700 +52.7905319 Sloan 136.97687 +52.79053 DR7
140.5476900 +55.0232311 Sloan 140.54769 +55.02323 DR7
125.5774500 +45.6979761 Sloan 125.57745 +45.69798 DR7
127.0244800 +44.7667461 Sloan 127.02448 +44.76675 DR7
128.2232200 +45.7241939 Sloan 128.22322 +45.72419 DR7
120.6617400 +40.2592819 Sloan 120.66174 +40.25928 DR7
124.1299700 +43.7284539 Sloan 124.12997 +43.72845 DR7
121.9471800 +39.7765550 Sloan 121.94718 +39.77655 DR7
121.9823000 +39.8465581 Sloan 121.98230 +39.84656 DR7
119.3202700 +38.6896539 Sloan 119.32027 +38.68965 DR7
117.3172500 +37.0405311 Sloan 117.31725 +37.04053 DR7
116.5003800 +35.0902831 Sloan 116.50038 +35.09028 DR7
117.2410800 +36.5855619 Sloan 117.24108 +36.58556 DR7
115.2248300 +34.7668050 Sloan 115.22483 +34.76680 DR7
115.2486400 +34.7953400 Sloan 115.24864 +34.79534 DR7
245.3622400 +42.7613000 Sloan 245.36224 +42.76130 DR7
256.0534700 +30.9689569 Sloan 256.05347 +30.96896 DR7
258.3083200 +28.0521450 Sloan 258.30832 +28.05214 DR7
258.8541600 +28.0429350 Sloan 258.85416 +28.04293 DR7
255.7570700 +32.9464950 Sloan 255.75707 +32.94649 DR7
253.9677400 +33.8504661 Sloan 253.96774 +33.85047 DR7
260.0418400 +26.6255681 Sloan 260.04184 +26.62557 DR7
248.0419100 +41.7558261 Sloan 248.04191 +41.75583 DR7
254.9268100 +34.1620981 Sloan 254.92681 +34.16210 DR7
245.6805100 +44.5773661 Sloan 245.68051 +44.57737 DR7
158.1260900 +59.0495389 Sloan 158.12609 +59.04954 DR7
154.3930800 +59.5609769 Sloan 154.39308 +59.56098 DR7
164.3066700 +60.6605161 Sloan 164.30667 +60.66052 DR7
176.6073900 +62.0241769 Sloan 176.60739 +62.02418 DR7
154.6783300 +58.9759650 Sloan 154.67833 +58.97596 DR7
177.7050300 +62.3300239 Sloan 177.70503 +62.33002 DR7
186.5217700 +62.5403889 Sloan 186.52177 +62.54039 DR7
155.8368000 +59.8109511 Sloan 155.83680 +59.81095 DR7
157.8118900 +60.5965900 Sloan 157.81189 +60.59659 DR7
186.9634300 +63.3848161 Sloan 186.96343 +63.38482 DR7
235.7903200 +49.9287239 Sloan 235.79032 +49.92872 DR7
238.7149700 +49.8259711 Sloan 238.71497 +49.82597 DR7
211.0786000 +58.8265600 Sloan 211.07860 +58.82656 DR7
179.6997800 +62.3430811 Sloan 179.69978 +62.34308 DR7
198.1068200 +61.7059919 Sloan 198.10682 +61.70599 DR7
204.3923400 +61.0968369 Sloan 204.39234 +61.09684 DR7
212.5140900 +59.5872711 Sloan 212.51409 +59.58727 DR7
183.4224700 +62.7542239 Sloan 183.42247 +62.75422 DR7
193.6817200 +62.5630300 Sloan 193.68172 +62.56303 DR7
200.4692400 +62.0287511 Sloan 200.46924 +62.02875 DR7
203.3990000 +61.5542189 Sloan 203.39900 +61.55422 DR7
208.1197100 +60.8468939 Sloan 208.11971 +60.84689 DR7
209.6317300 +60.4399211 Sloan 209.63173 +60.43992 DR7
189.1753400 +63.1745381 Sloan 189.17534 +63.17454 DR7
189.2284300 +63.2163081 Sloan 189.22843 +63.21631 DR7
211.5480000 +61.0880411 Sloan 211.54800 +61.08804 DR7
210.7554700 +58.8084819 Sloan 210.75547 +58.80848 DR7
196.8014300 +61.7696481 Sloan 196.80143 +61.76965 DR7
228.3014100 +54.0217419 Sloan 228.30141 +54.02174 DR7
212.7766000 +59.7045489 Sloan 212.77660 +59.70455 DR7
224.8737700 +55.9467831 Sloan 224.87377 +55.94678 DR7
228.1016700 +54.7235100 Sloan 228.10167 +54.72351 DR7
235.9487400 +50.5221661 Sloan 235.94874 +50.52217 DR7
194.2959100 +63.0465681 Sloan 194.29591 +63.04657 DR7
241.8798700 +47.8830819 Sloan 241.87987 +47.88308 DR7
126.3710700 +47.1335119 Sloan 126.37107 +47.13351 DR7
142.5778700 +57.2928069 Sloan 142.57787 +57.29281 DR7
133.5460300 +53.8140131 Sloan 133.54603 +53.81401 DR7
134.3603300 +54.5029550 Sloan 134.36033 +54.50295 DR7
145.0078300 +59.4020550 Sloan 145.00783 +59.40205 DR7
133.5225600 +54.4302169 Sloan 133.52256 +54.43022 DR7
135.7351000 +55.8119781 Sloan 135.73510 +55.81198 DR7
149.3912500 +60.7902969 Sloan 149.39125 +60.79030 DR7
148.0357100 +58.6694900 Sloan 148.03571 +58.66949 DR7
149.3604400 +59.0385711 Sloan 149.36044 +59.03857 DR7
136.3007100 +53.9674519 Sloan 136.30071 +53.96745 DR7
137.4589100 +55.1166961 Sloan 137.45891 +55.11670 DR7
139.9344800 +56.3669781 Sloan 139.93448 +56.36698 DR7
126.1225800 +48.5498339 Sloan 126.12258 +48.54983 DR7
134.4050900 +54.0196481 Sloan 134.40509 +54.01965 DR7
131.1743800 +52.6369019 Sloan 131.17438 +52.63690 DR7
160.7046700 +62.6611211 Sloan 160.70467 +62.66112 DR7
161.8023100 +62.7514689 Sloan 161.80231 +62.75147 DR7
152.0970900 +61.6052419 Sloan 152.09709 +61.60524 DR7
154.8161600 +62.6188561 Sloan 154.81616 +62.61886 DR7
179.6896700 +63.8391100 Sloan 179.68967 +63.83911 DR7
192.4493500 +63.7333800 Sloan 192.44935 +63.73338 DR7
198.0347400 +63.1701800 Sloan 198.03474 +63.17018 DR7
183.5713200 +64.2100681 Sloan 183.57132 +64.21007 DR7
168.3613800 +63.7105000 Sloan 168.36138 +63.71050 DR7
198.6025400 +64.5752889 Sloan 198.60254 +64.57529 DR7
165.6702800 +64.2263061 Sloan 165.67028 +64.22631 DR7
182.8620700 +66.0225439 Sloan 182.86207 +66.02254 DR7
220.3583400 +58.9091100 Sloan 220.35834 +58.90911 DR7
220.8373800 +58.8521131 Sloan 220.83738 +58.85211 DR7
217.9404300 +60.1343139 Sloan 217.94043 +60.13431 DR7
209.9606600 +62.5181119 Sloan 209.96066 +62.51811 DR7
216.7341400 +61.3722600 Sloan 216.73414 +61.37226 DR7
221.8792000 +59.9688669 Sloan 221.87920 +59.96887 DR7
222.1351300 +59.7501000 Sloan 222.13513 +59.75010 DR7
227.0915700 +57.9208000 Sloan 227.09157 +57.92080 DR7
227.0574000 +57.8988511 Sloan 227.05740 +57.89885 DR7
174.7479600 +63.5891350 Sloan 174.74796 +63.58913 DR7
172.4597200 +63.8590889 Sloan 172.45972 +63.85909 DR7
183.0883400 +64.8827061 Sloan 183.08834 +64.88271 DR7
237.4639900 +51.4957281 Sloan 237.46399 +51.49573 DR7
255.6897700 +34.0611469 Sloan 255.68977 +34.06115 DR7
260.0288100 +27.6751250 Sloan 260.02881 +27.67512 DR7
237.5534100 +52.1920611 Sloan 237.55341 +52.19206 DR7
238.5216000 +51.5123650 Sloan 238.52160 +51.51236 DR7
248.4823400 +43.0911781 Sloan 248.48234 +43.09118 DR7
237.9198800 +52.4936019 Sloan 237.91988 +52.49360 DR7
259.5007300 +29.9580300 Sloan 259.50073 +29.95803 DR7
259.6510000 +29.5899581 Sloan 259.65100 +29.58996 DR7
260.1504300 +29.1890181 Sloan 260.15043 +29.18902 DR7
260.1226800 +28.8759111 Sloan 260.12268 +28.87591 DR7
238.6350500 +52.6902339 Sloan 238.63505 +52.69023 DR7
245.1572500 +47.7658961 Sloan 245.15725 +47.76590 DR7
257.1578500 +34.2791769 Sloan 257.15785 +34.27918 DR7
259.1024800 +29.2986639 Sloan 259.10248 +29.29866 DR7
259.7861000 +30.7354311 Sloan 259.78610 +30.73543 DR7
221.0312600 +58.8864481 Sloan 221.03126 +58.88645 DR7
221.0819400 +58.9099031 Sloan 221.08194 +58.90990 DR7
223.2395500 +58.0486761 Sloan 223.23955 +58.04868 DR7
241.0485800 +48.6331650 Sloan 241.04858 +48.63316 DR7
117.0491700 +37.6973139 Sloan 117.04917 +37.69731 DR7
117.0400800 +37.7299250 Sloan 117.04008 +37.72992 DR7
234.5402600 +53.5436639 Sloan 234.54026 +53.54366 DR7
238.3285800 +51.1235181 Sloan 238.32858 +51.12352 DR7
239.8596000 +50.2086619 Sloan 239.85960 +50.20866 DR7
241.5499200 +48.9383600 Sloan 241.54992 +48.93836 DR7
249.1611400 +42.2725900 Sloan 249.16114 +42.27259 DR7
252.1885500 +38.6175861 Sloan 252.18855 +38.61759 DR7
253.3976400 +37.4025300 Sloan 253.39764 +37.40253 DR7
119.0259300 +40.8854669 Sloan 119.02593 +40.88547 DR7
152.1594700 +60.7788631 Sloan 152.15947 +60.77886 DR7
212.5337900 +62.1647489 Sloan 212.53379 +62.16475 DR7
238.7007800 +51.6464239 Sloan 238.70078 +51.64642 DR7
223.1101700 +60.3456031 Sloan 223.11017 +60.34560 DR7
228.2115300 +58.4121319 Sloan 228.21153 +58.41213 DR7
227.0155900 +59.2356619 Sloan 227.01559 +59.23566 DR7
121.4298100 +45.6843919 Sloan 121.42981 +45.68439 DR7
124.2471600 +49.0280281 Sloan 124.24716 +49.02803 DR7
132.8349500 +56.5990769 Sloan 132.83495 +56.59908 DR7
133.1465500 +57.0071539 Sloan 133.14655 +57.00715 DR7
140.3840400 +60.4743719 Sloan 140.38404 +60.47437 DR7
129.1994700 +55.0136311 Sloan 129.19947 +55.01363 DR7
132.2584500 +54.7279511 Sloan 132.25845 +54.72795 DR7
134.6125700 +56.8702239 Sloan 134.61257 +56.87022 DR7
126.1861600 +52.0093950 Sloan 126.18616 +52.00939 DR7
133.8258300 +57.5373261 Sloan 133.82583 +57.53733 DR7
173.3112800 +66.3795000 Sloan 173.31128 +66.37950 DR7
178.8501800 +67.1210831 Sloan 178.85018 +67.12108 DR7
176.1533500 +67.4058739 Sloan 176.15335 +67.40587 DR7
213.9520000 +64.6937769 Sloan 213.95200 +64.69378 DR7
114.1951800 +38.3020939 Sloan 114.19518 +38.30209 DR7
119.8664900 +46.0929931 Sloan 119.86649 +46.09299 DR7
112.4901500 +37.5479989 Sloan 112.49015 +37.54800 DR7
113.5877400 +38.9389589 Sloan 113.58774 +38.93896 DR7
158.3818900 +64.1811789 Sloan 158.38189 +64.18118 DR7
