INDEX,NAME,GLON,GLAT,RA,DEC,POS_ERR,SNR,PIPELINE,PIPE_DET,PCCS2,PSZ,IR_FLAG,Q_NEURAL,Y5R500,Y5R500_ERR,VALIDATION,REDSHIFT_ID,REDSHIFT,MSZ,MSZ_ERR_UP,MSZ_ERR_LOW,MCXC,REDMAPPER,ACT,SPT,WISE_FLAG,AMI_EVIDENCE,COSMO,COMMENT
319,PSZ2 G075.08+19.83,75.08889358,19.83642413,281.6991477,45.77591094,2.40934515,5.737979412,2,111,FALSE,-1,0,0.912735999,1.357489824,0.406852156,-1,,-1,0,0,0,,,,,0,-1000,FALSE,
321,PSZ2 G075.30+37.21,75.30376862,37.21281002,256.3470249,48.88965015,2.428882599,5.196516037,1,111,FALSE,-1,0,0.999872029,1.976139545,0.889917195,30,NSC J170525+485359,0.26910001,4.502697468,0.505319595,0.508332014,,,,,-10,-1000,FALSE,
322,PSZ2 G075.71+13.51,75.71423155,13.51983103,290.2898594,43.97486408,1.631838799,48.98511124,2,111,FALSE,252,0,0.993855,78.30943298,5.896084309,21,RXC J1921.1+4357,0.0557,8.735103607,0.113266945,0.124031067,J1921.1+4357,,,,-10,-1000,TRUE,
324,PSZ2 G076.18-47.30,76.18115695,-47.30081787,343.158324,4.497704511,3.700486422,5.382300377,2,111,TRUE,-1,0,0.849308014,1.5790838,0.544172943,14,,0.666000009,6.333330631,0.688513756,0.720405102,,,,,3,-1000,FALSE,"Point sources at: 217GHz,"
325,PSZ2 G076.44+23.53,76.4404241,23.53915847,277.0514081,48.06004999,3.150768518,6.019714355,2,111,FALSE,253,0,0.96675998,1.854249597,0.571525216,11,,0.169,3.133843184,0.323246717,0.337728024,,,,,-10,-100,TRUE,
327,PSZ2 G076.55+60.29,76.55686627,60.29181506,223.0302144,44.45542261,2.428910494,5.420855999,1,110,FALSE,-1,0,0.879581988,1.595962644,0.614924312,16,,-1,0,0,0,,,,,3,-1000,FALSE,
329,PSZ2 G077.20-65.45,77.20352245,-65.45917444,355.3343967,-9.018616256,4.451509953,5.059280396,3,11,FALSE,254,0,0.95431602,2.147235155,0.802357078,20,RXC J2341.2-0901,0.250999987,4.11002779,0.511424541,0.538410187,J2341.2-0901,RMJ234117.0-090111.8,,,-10,-1000,FALSE,
331,PSZ2 G077.70+26.70,77.70214749,26.70742944,272.7462311,49.89389594,4.705309868,5.204540253,3,111,FALSE,255,0,0.999643028,7.281321526,2.955260754,21,RXC J1811.0+4954,0.050099999,1.317545056,0.131417751,0.145002604,J1811.0+4954,,,,-10,-1000,FALSE,
332,PSZ2 G077.90-26.63,77.90232148,-26.63026031,330.2280528,20.97007754,1.737800479,11.06887341,3,111,FALSE,256,0,0.98685801,4.970705032,0.863879681,20,RXC J2200.8+2058,0.147,5.06157732,0.266583443,0.255667686,J2200.8+2058,RMJ220052.6+205809.3,,,-10,35.32774353,TRUE,
333,PSZ2 G078.10-83.83,78.10772286,-83.83471552,8.152983747,-22.67805694,6.167903423,4.868672371,3,111,FALSE,-1,0,0.830798984,2.738887787,1.071833134,16,,-1,0,0,0,,,,,3,-1000,FALSE,
334,PSZ2 G078.36-47.22,78.36600943,-47.22561796,344.2550322,5.50285968,2.428813934,5.468568325,1,111,FALSE,-1,0,0.906633973,2.208662987,1.006848216,21,A2507,0.169599995,3.700372934,0.421943903,0.443824768,J2256.9+0532,RMJ225706.2+053349.5,,,-10,-1000,FALSE,
335,PSZ2 G078.67+20.06,78.67710614,20.0687735,282.9790086,49.0439774,2.343931198,7.695207596,2,111,FALSE,258,0,0.998178005,0.831018507,0.106883496,20,,0.449999988,5.19618988,0.366902351,0.389361382,,,,,0,-100,TRUE,
336,PSZ2 G079.35+28.35,79.35226071,28.35890985,270.5783113,51.62255559,2.42873621,5.877676487,1,111,FALSE,259,0,0.971680999,2.751840353,1.039705753,20,ZwCl 1801.2+5136,0.203999996,3.774629354,0.428217173,0.409374714,,,,,-10,-100,FALSE,
339,PSZ2 G080.16+57.65,80.16492625,57.65985341,225.236938,47.28742132,3.796819448,7.847100735,2,111,FALSE,263,0,0.72724998,4.249763012,1.226727605,20,ACO 2018,0.087800004,2.512724161,0.203773022,0.2140522,,RMJ150112.1+471623.7,,,-10,-1000,TRUE,
340,PSZ2 G080.37+14.64,80.37959692,14.64529016,291.546756,48.55623298,1.706887126,8.145507813,3,111,FALSE,264,0,0.994925976,3.963547707,1.107467055,21,RXC J1926.1+4833,0.097999997,3.0966084,0.191891909,0.217195272,J1926.1+4832,,,,-10,-1000,TRUE,
341,PSZ2 G080.41-33.24,80.41113408,-33.24203459,336.5395906,17.37665665,2.419545889,8.680147171,2,111,FALSE,265,0,0.984726012,3.338521719,0.902037323,20,RXC J2226.0+1722,0.107199997,3.774048328,0.266256332,0.275252342,J2226.0+1722,RMJ222607.9+172123.4,,,-10,-1000,TRUE,
343,PSZ2 G080.64+64.31,80.64659802,64.31532976,216.8313079,44.13080957,2.324869633,5.302694321,2,11,FALSE,-1,0,0.951601982,0.958789349,0.364103466,24,RMJ142716.1+440730.6,0.502079785,5.225707054,0.570539474,0.608175755,,RMJ142716.1+440730.6,,,3,-1000,FALSE,
344,PSZ2 G080.65-46.81,80.65342078,-46.81913052,345.2398542,6.782657239,2.428465605,7.694334507,1,111,FALSE,266,0,0.97328198,10.75368404,3.173892498,20,RBS 1929,0.041999999,1.955791831,0.170942903,0.17845726,,RMJ230059.6+064457.5,,,-10,-1000,TRUE,
346,PSZ2 G081.00-50.93,81.00165894,-50.93036068,347.8982495,3.628691956,2.428897381,10.07041168,1,111,FALSE,268,0,0.976401985,3.762021542,0.857791483,20,RXC J2311.5+0338,0.299800009,7.483999252,0.412305832,0.455547333,J2311.5+0338,RMJ231149.1+033940.8,,,3,-1000,TRUE,
349,PSZ2 G081.31-68.56,81.31003304,-68.56384103,358.5691111,-10.44524624,3.840445042,7.782243252,1,111,FALSE,270,0,0.941892028,4.691934586,1.377085924,21,RXCJ2354.2-1024,0.076499999,2.76198411,0.216913223,0.225416899,J2354.2-1024,RMJ235413.7-102508.5,,,-10,-1000,TRUE,
350,PSZ2 G081.56+26.51,81.5644441,26.51831003,274.0961684,53.24888279,2.428417206,5.311202049,1,111,FALSE,-1,0,0.933924973,1.505506992,0.643487811,21,RXC J1816.4+5314,0.2764,4.014786243,0.472767353,0.489170074,J1816.4+5314,,,,-10,-1000,FALSE,
351,PSZ2 G081.60+18.47,81.60378105,18.47525999,286.7627851,51.11261566,2.428897142,5.577014923,1,110,FALSE,-1,0,0.989736021,1.004937053,0.345435232,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,
352,PSZ2 G081.72+70.15,81.72874054,70.15413728,210.0994761,41.01285698,2.763719559,5.485477448,3,111,FALSE,-1,0,0.990015984,1.843854427,0.662327409,24,RMJ140026.7+410140.5,0.25047943,4.160481453,0.415723324,0.469476223,,RMJ140026.7+410140.5,,,-10,-1000,FALSE,
354,PSZ2 G082.31-67.00,82.31319198,-67.00611529,357.9402497,-8.966737899,2.03574872,6.137251377,3,11,TRUE,273,0,0.844462991,1.205341816,0.445721358,20,WHL J357.962-8.991,0.393900007,5.901285172,0.54666996,0.565199375,,RMJ235138.8-085903.5,,,3,-1000,FALSE,"Point sources at: 217GHz, 353GHz,"
355,PSZ2 G082.37+22.35,82.37200308,22.35647989,281.1318061,53.01248255,2.427922487,5.929584503,1,111,FALSE,-1,0,0.99506098,1.44434154,0.537967086,16,,-1,0,0,0,,,,,3,-1000,FALSE,
357,PSZ2 G083.14+66.57,83.14551835,66.57563743,213.4445161,43.65226416,5.708530426,5.38624382,2,111,FALSE,274,0,0.777745008,1.114227653,0.411369145,21,RXC J1413.7+4339,0.089000002,2.074911594,0.247523785,0.265666842,J1413.7+4339,RMJ141343.5+433841.1,,,-10,-1000,FALSE,
358,PSZ2 G083.29-31.03,83.29923257,-31.03634869,337.129552,20.62205347,1.462641835,9.531588554,3,111,FALSE,275,0,0.979785979,2.66275692,0.491374135,20,RXC J2228.6+2036,0.412,8.266168594,0.431711197,0.445155621,J2228.6+2036,RMJ222833.7+203716.3,,,3,28.09418488,TRUE,
359,PSZ2 G083.56+24.90,83.56195444,24.90896508,277.3859931,54.69320292,2.428905725,6.126105309,1,111,FALSE,-1,0,0.986518979,0.934043884,0.277792633,16,,-1,0,0,0,,,,,3,-1000,TRUE,
360,PSZ2 G083.85-55.43,83.85926284,-55.43948546,351.9062561,0.941907509,2.574109077,5.279557705,3,11,FALSE,-1,0,0.966202974,1.900598168,0.98521322,24,RMJ232731.9+005634.1,0.302060992,4.916154385,0.493898869,0.550645828,,RMJ232731.9+005634.1,,,3,-1000,FALSE,
361,PSZ2 G083.86+85.09,83.86553953,85.09146183,196.4623437,30.89305776,1.885625362,8.046775818,3,111,TRUE,277,0,0.992496014,2.661632776,0.771990478,20,RXC J1305.9+3054,0.183200002,4.657857418,0.329968452,0.338951111,J1305.9+3054,RMJ130550.8+305417.4,,,-10,-100,TRUE,"Point sources at: 353GHz,"
362,PSZ2 G084.10+58.72,84.10311087,58.72832039,222.3158483,48.55894872,2.705462217,4.98998642,2,110,FALSE,279,0,0.815033019,0.866548777,0.3241359,11,,0.731000006,5.396077156,0.618519783,0.618317127,,,,,3,1.114138007,FALSE,
363,PSZ2 G084.13-35.41,84.13858688,-35.41411671,340.4852902,17.52328406,6.221735001,6.155487537,2,111,FALSE,280,0,0.988466978,2.829814434,1.12810111,20,RXC J2241.8+1732,0.313699991,5.496043205,0.567184925,0.596523285,J2241.8+1732,RMJ224158.1+173303.7,,,3,-1000,TRUE,
366,PSZ2 G084.41-12.43,84.41603599,-12.43208744,324.4641156,35.58180964,6.124811172,7.533844948,2,111,FALSE,282,0,0.99940598,5.683055878,1.972358823,11,,0.273000002,5.234127998,0.452927113,0.456836224,,,,,-10,15.81783009,FALSE,
367,PSZ2 G084.47+12.63,84.47391501,12.63252116,297.0787838,51.2394974,2.360238314,9.475477219,2,111,FALSE,283,0,0.999419987,2.766584158,0.718600154,21,RXC J1948.3+5113,0.185000002,4.866704464,0.321165085,0.334236622,J1948.3+5113,,,,-10,4.752503395,FALSE,
369,PSZ2 G084.62-15.86,84.62583208,-15.86148444,327.4323333,33.17281315,3.625569582,6.37508297,2,111,FALSE,284,0,0.998813987,1.263643742,0.369641781,10,,0.367300004,5.742656231,0.53474474,0.557466984,,,,,0,1.4734689,FALSE,
370,PSZ2 G084.69+42.28,84.69134449,42.28459838,246.7658526,55.48021553,2.657773733,6.416031361,3,111,FALSE,285,0,0.892800987,2.720767021,0.975524962,20,RXC J1626.9+5528,0.129999995,2.699004889,0.256940842,0.265413761,J1626.9+5528,RMJ162659.0+552829.8,,,-10,-0.594418883,TRUE,
371,PSZ2 G084.69-58.60,84.69194831,-58.60062819,354.0406087,-1.43361878,2.205517054,4.739624023,2,110,FALSE,-1,0,0.992215991,0.808851123,0.207719594,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,
372,PSZ2 G084.81-62.18,84.81147894,-62.18191285,356.0656789,-4.389911082,2.558197021,9.495540619,3,111,FALSE,286,0,0.946627975,7.37949276,1.576887965,21,RXCJ2344.2-0422,0.078599997,3.11656642,0.176734447,0.208566189,J2344.2-0422,RMJ234418.2-042249.1,,,-10,-1000,TRUE,
373,PSZ2 G084.82+20.66,84.82314259,20.66367615,285.0060726,54.69990487,1.989374042,6.05769968,2,11,TRUE,288,0,0.856360972,0.728711009,0.17489931,10,,0.367000014,4.487420082,0.451654434,0.464928627,,,,,-10,8.748226166,TRUE,"Point sources at: 353GHz,"
374,PSZ2 G084.85+35.05,84.85349942,35.05508672,259.566775,56.65615095,3.459483624,5.404250145,3,111,FALSE,287,0,0.852912009,2.838162899,1.028669596,21,RXC J1718.1+5639,0.113799997,2.428706169,0.266572237,0.279958487,J1718.1+5639,,,,-10,-0.660867333,FALSE,
375,PSZ2 G085.23+39.42,85.23666603,39.42000285,251.6291518,56.46740715,2.587293386,6.05434227,3,111,FALSE,-1,0,0.998256981,2.520752668,0.92513603,30,ABELL 2231,0.256500006,3.880941153,0.37326932,0.411612749,,,,,-10,-1000,TRUE,
378,PSZ2 G085.95+25.23,85.95597866,25.23573487,277.6164185,56.88226924,2.377682686,5.546469688,3,11,FALSE,-1,0,0.983645022,0.800164461,0.281444639,16,,-1,0,0,0,,,,,3,-1000,FALSE,
379,PSZ2 G085.98+26.69,85.98143996,26.69084976,274.994597,57.168482,2.156462669,9.339113235,3,111,FALSE,291,0,0.976441979,4.57076025,1.105255127,20,RXC J1819.9+5710,0.179000005,3.925198793,0.204875708,0.25015974,,,,,-10,2.902258635,TRUE,
381,PSZ2 G086.28+74.76,86.28903095,74.76936971,204.4772973,38.87075247,4.089312553,5.069181442,2,110,FALSE,-1,0,0.957590997,1.749596,0.676870644,16,,-1,0,0,0,,,,,3,-1000,FALSE,
382,PSZ2 G086.35-13.94,86.35020213,-13.94758347,327.4345076,35.71041542,2.424381018,5.422702789,2,11,FALSE,-1,0,0.41278699,1.515678883,0.709359407,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,
383,PSZ2 G086.43-24.95,86.43228459,-24.95802299,335.5577934,27.14304713,2.428588629,4.82033205,1,110,FALSE,-1,0,0.925378025,1.136566877,0.489962161,24,RMJ222212.5+270837.0,0.231475577,3.810165167,0.486987352,0.522572517,,RMJ222212.5+270837.0,,,-10,-1000,FALSE,
384,PSZ2 G086.47+15.31,86.47033833,15.31421735,294.5545497,54.17347203,2.212161541,16.46072388,2,111,FALSE,293,0,0.984364986,5.208135128,0.704877257,21,RXC J1938.3+5409,0.25999999,7.577956676,0.287613869,0.280969143,J1938.3+5409,,,,-10,14.57910824,FALSE,
385,PSZ2 G086.54-26.67,86.54125302,-26.67634756,336.7802259,25.81447965,2.427865267,5.809038162,1,111,FALSE,294,0,0.941308022,1.201830864,0.368732631,20,RXC J2226.8+2550,0.165000007,3.454729795,0.381232977,0.407981873,J2226.8+2550,RMJ222655.9+255009.3,,,-10,-100,FALSE,
387,PSZ2 G086.62+30.26,86.6215285,30.26421255,268.4740344,58.12895107,2.427651405,7.375370502,1,111,FALSE,295,0,0.944687009,1.875540257,0.616705298,21,RXC J1754.0+5805,0.226300001,4.332966328,0.355456829,0.389259338,J1754.0+5805,,,,-10,-100,TRUE,
388,PSZ2 G086.73-61.16,86.73185944,-61.16537788,356.2861848,-3.042721748,5.227900505,4.822528362,2,110,FALSE,-1,0,0.960560977,2.698920012,1.003533483,24,RMJ234517.1-030238.9,0.354698569,4.372104168,0.673636436,0.739026785,,RMJ234517.1-030238.9,,,3,-1000,FALSE,
389,PSZ2 G086.85-81.39,86.85867121,-81.39692432,7.478490293,-20.0748446,2.428255558,5.346409798,1,111,FALSE,-1,0,0.886304021,1.245711565,0.418578595,16,,-1,0,0,0,,,,,3,-1000,FALSE,
390,PSZ2 G086.93+53.18,86.9379555,53.1899104,228.4787362,52.79841683,2.195519686,6.008224487,3,11,FALSE,296,0,0.885457993,0.846062541,0.271455884,20,WHL J228.466+52.83,0.675199986,5.44755125,0.503486633,0.516517639,,,,,3,15.29621029,FALSE,
391,PSZ2 G087.03-57.37,87.03726452,-57.37411746,354.4318766,0.268235949,2.399568796,11.18704987,2,111,FALSE,297,0,0.99090898,4.44121027,0.83562547,20,RXC J2337.6+0016,0.27790001,7.329300404,0.381470203,0.391140938,J2337.6+0016,RMJ233739.7+001616.9,ACT-CL J2337.6+0016,,3,-1000,TRUE,
392,PSZ2 G087.03+22.49,87.03822757,22.49319013,282.9448998,57.20176664,5.079546928,4.663920879,2,110,FALSE,-1,0,0.981903017,0.567715108,0.180191398,21,RXC J1852.1+5711,0.109399997,1.795424938,0.249438524,0.274944901,J1852.1+5711,,,,-10,-1000,FALSE,
393,PSZ2 G087.25-41.86,87.2535395,-41.86154314,346.3217291,13.53999207,2.427202702,7.138239861,1,111,TRUE,298,0,0.00106621,2.408890486,0.529369533,10,,0.048099998,1.698150039,0.175675005,0.221080005,,,,,-3,-1000,FALSE,"Point sources at: 857GHz,"
395,PSZ2 G087.39+50.92,87.39673916,50.92925069,231.5690116,54.14307465,2.767530441,5.809146404,3,111,FALSE,299,0,0.90594399,1.513179183,0.527280807,14,,0.748000026,5.157697201,0.527330875,0.604439735,,,,,3,-100,FALSE,
396,PSZ2 G087.44-21.56,87.44807601,-21.56160539,334.0988353,30.42511936,5.647695541,4.805602551,3,11,FALSE,-1,0,0.974339008,1.44423902,0.525671482,24,RMJ221622.7+302612.9,0.257701367,4.146399975,0.498174667,0.525357723,,RMJ221622.7+302612.9,,,-10,-1000,FALSE,
397,PSZ2 G088.53+41.18,88.53718035,41.18669115,247.3886961,58.53381007,2.428691864,5.016765594,1,111,FALSE,-1,0,0.998301029,1.572421551,0.753648639,21,RXC J1629.7+5831,0.1329,2.56152153,0.328927755,0.36032033,J1629.7+5831,,,,-10,-1000,FALSE,
398,PSZ2 G088.83-12.99,88.83929382,-12.99139114,328.9823089,37.99957947,1.646077514,11.06742287,2,111,TRUE,301,1,0.604866982,2.420372963,0.498153985,20,ClG 2153.8+3746,0.291999996,7.831028461,0.426011562,0.441971779,,,,,-10,-100,FALSE,"Point sources at: 545GHz, 857GHz,"
400,PSZ2 G089.06-11.79,89.06244976,-11.79101271,328.2214948,39.06458425,2.182423592,5.716430664,2,110,FALSE,-1,0,0.853146017,2.205543041,0.774991214,-1,,-1,0,0,0,,,,,1,-1000,FALSE,
402,PSZ2 G089.46-58.09,89.46886789,-58.09720106,355.9172489,0.302078942,2.069106579,6.255728245,3,111,FALSE,303,0,0.949338973,1.399597049,0.40772602,25,ZwCl 2341.1+0000,0.270000011,5.183412552,0.429817677,0.443344593,,RMJ234335.7+001951.3,,,-10,-1000,TRUE,
403,PSZ2 G089.52+62.34,89.52485068,62.34989296,215.5298975,48.47688289,3.566738129,6.605045795,3,111,FALSE,-1,0,0.984139025,4.049029827,1.119107604,24,RMJ142210.2+483414.7,0.070077367,1.828381658,0.18622458,0.197579503,,RMJ142210.2+483414.7,,,-10,-1000,TRUE,
404,PSZ2 G089.81-39.56,89.81420076,-39.56628974,346.8005849,16.5097787,2.428880215,6.853554249,1,111,FALSE,304,0,0.996504009,3.891186953,1.3667171,20,RXC J2307.0+1631,0.250200003,6.062335968,0.520372391,0.546168327,J2307.0+1631,RMJ230707.5+163246.1,,,-10,-1000,FALSE,
405,PSZ2 G089.99-43.91,89.99388763,-43.91762516,349.1767547,12.81250398,2.428818464,4.863681316,1,110,FALSE,-1,0,0.990760982,1.224874735,0.474476278,24,RMJ231643.0+124654.6,0.52370894,6.277305126,0.743039131,0.820046902,,RMJ231643.0+124654.6,,,3,-1000,FALSE,
406,PSZ2 G090.04+34.09,90.04227864,34.09869991,260.837298,60.98409114,2.209529877,5.441374302,3,111,FALSE,-1,0,0.974269986,0.620787084,0.162188873,30,NSC J172316+610027,0.26699999,3.574059486,0.365706682,0.38164115,,,,,-10,-1000,FALSE,
408,PSZ2 G090.62+33.52,90.62054385,33.52642241,261.9435807,61.50864777,1.878931999,6.344377995,3,111,FALSE,307,0,0.990547001,1.08628881,0.309342444,20,ZwCl 1726.9+6132,0.307000011,4.385515213,0.368860245,0.391815901,,,,,3,3.348570347,TRUE,
409,PSZ2 G090.66-52.34,90.66823352,-52.34624599,353.7300487,5.665966463,2.428849936,5.95240736,1,110,FALSE,308,0,0.988107979,2.824198723,1.271009207,24,RMJ233500.9+053557.0,0.196717292,4.31893158,0.42625618,0.434345245,,RMJ233500.9+053557.0,,,-10,-1000,FALSE,
410,PSZ2 G091.27-38.62,91.27465241,-38.62016652,347.3346166,17.8952747,6.228025913,5.523876667,2,110,TRUE,310,0,0.031244799,1.521383166,0.534248769,-1,,-1,0,0,0,,,,,1,-1000,FALSE,"Point sources at: 217GHz, 353GHz, 857GHz,"
411,PSZ2 G091.40-51.01,91.40897159,-51.01361793,353.5027674,7.057287688,2.428893805,5.495066643,1,111,FALSE,-1,0,0.956550002,3.562890291,1.546635628,21,RXC J2334.0+0704,0.098999999,2.682528019,0.304661274,0.309090376,J2334.0+0704,RMJ233352.4+070453.8,,,3,-1000,FALSE,
413,PSZ2 G091.79-27.00,91.79544805,-27.00292485,341.3603157,28.14441465,2.252529144,6.97661972,3,111,FALSE,312,0,0.999269009,2.646994114,0.692349315,24,RMJ224527.7+280900.8,0.361735135,6.312871456,0.47428894,0.480004787,,RMJ224527.7+280900.8,,,3,-100,TRUE,
414,PSZ2 G091.83+26.11,91.83024732,26.11657816,277.783536,62.24809379,0.947771907,10.48808193,2,111,FALSE,313,0,0.988030016,1.0293293,0.127375245,10,,0.822000027,7.43143034,0.406395435,0.405060291,,,,,-10,-100,TRUE,
415,PSZ2 G092.11-33.73,92.11851499,-33.73542721,345.4059019,22.4832542,3.839990616,5.81424284,1,111,TRUE,-1,0,0.033031899,3.189540148,0.999483526,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,"Point sources at: 353GHz,"
416,PSZ2 G092.16-66.01,92.16050879,-66.0160632,0.787838743,-6.072208446,2.03455019,9.347800255,3,111,FALSE,315,0,0.993103027,4.406636715,0.954065859,20,RXC J0003.1-0605,0.231999993,5.957352638,0.368165016,0.369143963,J0003.1-0605,RMJ000311.6-060530.1,,,-10,-1000,TRUE,
417,PSZ2 G092.30-55.75,92.30346431,-55.75846574,356.1757981,3.093592733,2.428071499,4.810673714,1,110,FALSE,316,0,0.975892007,1.729362607,0.845704138,11,ZwCl 2341.8+0251,0.349000007,5.136877537,0.65435648,0.729517937,,RMJ234437.7+030503.6,,,3,-1000,FALSE,
418,PSZ2 G092.34+14.22,92.34660635,14.22175814,301.0280606,58.72759377,2.1172328,5.54076004,3,11,TRUE,-1,0,0.996591985,0.829155624,0.364317983,-1,,-1,0,0,0,,,,,-3,-1000,FALSE,"Point sources at: 545GHz, 857GHz,"
419,PSZ2 G092.46-35.22,92.46516281,-35.22396889,346.4589494,21.32443381,2.427312374,6.727387905,1,110,FALSE,318,0,0.0149238,5.239989281,1.927455306,-1,,-1,0,0,0,,,,,-3,-100,FALSE,
422,PSZ2 G092.71+73.46,92.71962006,73.46018085,203.8013921,41.00039651,1.222959518,17.62787056,3,111,FALSE,319,0,0.993233025,6.085055828,0.680894077,20,RXC J1335.3+4059,0.227899998,8.126018524,0.262961388,0.272193909,J1335.3+4059,RMJ133520.1+410004.1,,,-10,-100,TRUE,
423,PSZ2 G093.04-32.38,93.04856865,-32.387414,345.4275891,24.04025164,4.501294136,6.031847,2,110,TRUE,320,0,0.00587523,3.646959305,1.159835339,-1,,-1,0,0,0,,,,,0,-100,FALSE,"Point sources at: 545GHz, 857GHz,"
425,PSZ2 G093.42-43.21,93.42360228,-43.21855799,351.0862392,14.60746575,4.626033783,6.349302769,3,111,FALSE,322,0,0.93037498,9.635202408,2.568256855,21,A2593,0.042800002,1.819961071,0.174677014,0.182450771,J2324.3+1439,RMJ232423.6+144225.6,,,-10,-1000,TRUE,
427,PSZ2 G093.92+34.92,93.9295963,34.92970672,258.1845245,64.05898905,2.428869486,26.50315094,1,111,FALSE,325,0,0.993510008,20.25455475,1.527382493,21,RXC J1712.7+6403,0.080899999,5.382814407,0.058648586,0.06120348,J1712.7+6403,,,,-10,-1000,TRUE,
428,PSZ2 G093.93-82.22,93.93728597,-82.22338021,8.850112713,-20.27083766,1.746300936,8.700440407,3,111,FALSE,324,0,0.995283008,2.480504513,0.541678548,21,MACSJ0035.4-2015,0.351999998,7.006990433,0.449905396,0.497904778,J0035.4-2015,,,,3,-1000,TRUE,
430,PSZ2 G093.94-38.82,93.94070178,-38.82294329,349.3655788,18.701044,5.051852703,7.647443771,3,111,FALSE,323,0,0.961574972,12.81425571,2.728910208,21,A2572a,0.042199999,2.219411135,0.17553091,0.158238888,J2317.1+1841,,,,-10,-1000,TRUE,
431,PSZ2 G094.00+27.41,94.00849431,27.4184999,275.4863649,64.34884471,1.237509966,13.77781963,3,111,TRUE,326,0,0.988175988,2.045314789,0.292042643,20,H1821+643 Cluster,0.331499994,6.776592255,0.262317181,0.270716667,,,,,3,-100,TRUE,"Point sources at: 353GHz,"
434,PSZ2 G094.46-69.65,94.46378384,-69.65840392,3.202984452,-8.950523614,2.442808628,5.768712997,2,111,FALSE,-1,0,0.976734996,1.119653702,0.284329683,24,RMJ001257.7-085829.5,0.352110535,5.450527191,0.546368122,0.58361578,,RMJ001257.7-085829.5,,,-3,-1000,FALSE,
435,PSZ2 G094.56+51.03,94.56836272,51.03024095,227.0613504,57.89178266,2.143554926,7.769937992,3,111,FALSE,329,0,0.961588979,1.099860311,0.284924805,20,WHL J227.050+57.90,0.539200008,5.867250443,0.437587261,0.433841228,,RMJ150822.0+575515.2,,,3,24.04478645,TRUE,
437,PSZ2 G094.69+26.36,94.69769452,26.36307099,278.1048846,64.82782098,2.438105345,7.722895622,3,111,FALSE,330,0,0.987958014,3.188261747,0.772290051,21,RXC J1832.5+6449,0.162300006,3.072615147,0.222276688,0.240128279,J1832.5+6449,,,,-10,-0.26065287,TRUE,
438,PSZ2 G095.00-37.14,95.00084457,-37.14705949,349.3564146,20.57362211,6.222789764,4.927111149,3,111,TRUE,332,0,0.00647521,1.434438229,0.49445045,-1,,-1,0,0,0,,,,,-3,-100,FALSE,"Point sources at: 857GHz,"
440,PSZ2 G095.29+44.13,95.29281195,44.13181598,238.1345929,62.05447675,2.101308584,6.242792606,3,111,FALSE,-1,0,0.966578007,1.661942601,0.5729298,13,,0.330784827,4.034955978,0.331471443,0.369412661,,,,,3,-1000,TRUE,
441,PSZ2 G095.39+14.43,95.39263857,14.4324399,303.6202672,61.38911216,2.134527206,7.477045536,3,111,FALSE,334,0,0.989746988,3.071655512,0.762328088,11,,0.119000003,3.179100037,0.191225767,0.216135502,,,,,-10,-100,FALSE,
442,PSZ2 G095.49+16.41,95.49551807,16.41835158,300.0388572,62.4440151,2.381181955,6.256098747,2,111,FALSE,335,0,0.999777019,1.008607149,0.351414084,20,,0.300000012,4.718108177,0.475622654,0.491015434,,,,,-10,5.349494457,TRUE,
443,PSZ2 G095.65-50.01,95.65983193,-50.01756659,355.5089132,9.143197171,6.318312168,5.700837612,2,11,FALSE,-1,1,0.00039798,5.00309515,1.827850699,24,RMJ234213.7+091404.1,0.488066345,6.000246048,0.574939251,0.665129662,,RMJ234213.7+091404.1,,,3,-1000,FALSE,
446,PSZ2 G096.14+56.24,96.14894812,56.24692853,218.8387509,55.14134974,2.786308527,6.580873489,3,111,FALSE,-1,0,0.974434972,4.008862972,1.481812,24,RMJ143528.5+550752.3,0.139772713,2.771249771,0.235886097,0.25952363,,RMJ143528.5+550752.3,,,-10,-1000,TRUE,
447,PSZ2 G096.43-20.89,96.43222576,-20.89301114,342.0362292,35.55596568,3.022222042,5.805091858,3,111,FALSE,-1,0,0.985741019,3.376130819,1.145131111,-1,,-1,0,0,0,,,,,0,-1000,FALSE,
450,PSZ2 G096.83+52.49,96.83968255,52.49116874,223.2487748,58.03657737,1.66982305,7.375112057,3,111,FALSE,337,0,0.890251994,1.57782042,0.430233747,21,RXC J1452.9+5802,0.317900002,4.924278736,0.377383232,0.369120121,J1452.9+5802,,,,3,1.246813297,TRUE,
451,PSZ2 G096.88+24.18,96.88367997,24.1808146,284.1703693,66.37790626,1.511894226,8.112390518,3,111,FALSE,338,0,0.980179012,1.020616055,0.234922513,20,ZwCl 1856.8+6616,0.300000012,4.689638615,0.297043324,0.305379868,,,,,-10,3.544635057,TRUE,
452,PSZ2 G096.99-53.64,96.9935698,-53.64431508,357.7422784,6.154395298,5.121206284,5.654515266,2,111,FALSE,339,0,0.983745992,3.233520746,1.269514322,21,RXC J2350.8+0609,0.056200001,1.856202364,0.210472822,0.220558763,J2350.8+0609,RMJ235046.4+060842.8,,,-10,-1000,FALSE,
